Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
No,40,Travel_Rarely,Research & Development,2,1,Medical,763,4,Female,2,Research Scientist,4,Single,2342,0,Yes,20,4,0,5,2,2,4,2,3
No,37,Travel_Rarely,Research & Development,1,2,Medical,340,3,Female,2,Research Scientist,1,Married,3920,2,No,14,1,1,17,2,2,3,1,2
Yes,26,Travel_Rarely,Sales,8,3,Technical Degree,796,4,Male,2,Sales Executive,1,Single,5326,6,No,17,3,0,6,2,2,4,3,2
No,39,Travel_Rarely,Research & Development,10,1,Medical,1800,3,Male,3,Research Director,3,Single,13464,7,No,21,3,0,9,3,3,4,3,2
No,29,Travel_Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,3,Research Scientist,4,Divorced,2514,4,No,22,1,1,11,1,3,7,5,7
No,54,Travel_Frequently,Research & Development,20,4,Life Sciences,450,4,Female,3,Research Scientist,3,Single,4869,3,No,12,4,0,20,4,2,4,3,3
Yes,28,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,3,1,1,0
No,28,Travel_Rarely,Research & Development,1,3,Life Sciences,1506,1,Male,2,Research Scientist,3,Divorced,1563,1,No,14,4,1,1,2,1,1,0,0
Yes,36,Travel_Rarely,Sales,13,5,Marketing,1733,2,Male,2,Sales Executive,1,Divorced,6134,5,Yes,13,2,3,16,3,3,2,2,2
No,30,Travel_Rarely,Research & Development,10,3,Medical,1816,1,Female,3,Manufacturing Director,3,Single,9667,9,No,14,2,0,9,3,3,7,7,2
Yes,47,Travel_Frequently,Sales,27,2,Life Sciences,785,2,Female,4,Sales Executive,3,Single,6397,4,Yes,12,4,0,8,2,3,5,4,3
Yes,45,Travel_Frequently,Sales,26,4,Life Sciences,684,1,Female,3,Sales Executive,1,Married,4286,2,No,14,4,2,5,4,3,1,1,0
No,23,Travel_Rarely,Sales,2,1,Technical Degree,113,3,Male,3,Sales Representative,1,Divorced,2322,3,No,13,3,1,3,3,3,0,0,0
No,34,Travel_Rarely,Research & Development,1,5,Life Sciences,683,2,Male,3,Research Scientist,4,Married,2691,1,No,12,4,1,10,4,2,10,9,8
No,25,Travel_Rarely,Sales,18,1,Life Sciences,1399,1,Male,4,Sales Executive,3,Married,6232,2,No,11,2,0,6,3,2,3,2,2
No,40,Travel_Rarely,Research & Development,2,2,Medical,352,1,Male,3,Research Director,3,Divorced,19436,0,No,19,4,1,22,5,3,21,7,9
No,28,Travel_Rarely,Sales,10,1,Medical,1056,4,Male,3,Sales Representative,2,Married,1052,1,No,22,2,0,1,5,3,1,0,0
Yes,27,Travel_Rarely,Research & Development,17,4,Life Sciences,1405,4,Female,3,Research Scientist,3,Single,2394,1,Yes,13,4,0,8,2,3,8,2,7
No,59,Travel_Rarely,Sales,3,3,Life Sciences,1254,3,Female,2,Sales Executive,4,Single,5171,5,No,17,4,0,13,2,3,6,1,5
No,44,Travel_Rarely,Research & Development,4,2,Life Sciences,1288,3,Male,4,Manager,1,Divorced,19190,1,No,14,4,2,26,4,2,25,9,13
No,44,Travel_Frequently,Human Resources,1,5,Human Resources,1642,1,Male,3,Human Resources,4,Married,5743,4,Yes,11,3,0,14,3,3,10,7,2
No,29,Travel_Rarely,Sales,10,3,Marketing,766,4,Male,3,Sales Representative,2,Divorced,2297,1,No,14,4,2,2,2,3,2,2,2
No,31,Non-Travel,Sales,20,2,Marketing,947,4,Female,3,Sales Executive,3,Married,6932,1,No,13,4,1,9,2,2,9,8,0
No,26,Travel_Rarely,Research & Development,4,2,Life Sciences,1275,3,Male,3,Research Scientist,4,Single,2875,1,Yes,20,2,0,8,2,2,8,5,2
No,60,Travel_Rarely,Research & Development,1,4,Medical,1697,3,Male,1,Healthcare Representative,4,Divorced,10883,3,No,20,3,1,19,2,4,1,0,0
No,50,Travel_Rarely,Research & Development,24,3,Life Sciences,1005,4,Male,3,Manufacturing Director,3,Married,13973,3,Yes,18,4,1,22,2,3,12,11,5
No,32,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,Sales Executive,4,Divorced,4403,2,No,11,3,1,8,3,2,5,2,3
No,29,Travel_Frequently,Research & Development,1,4,Life Sciences,710,2,Male,1,Research Scientist,4,Divorced,2720,1,No,18,4,1,10,5,3,10,7,8
No,27,Travel_Rarely,Research & Development,4,3,Life Sciences,933,2,Female,3,Research Scientist,3,Single,2318,1,No,19,3,0,1,2,3,1,1,0
No,28,Non-Travel,Human Resources,1,2,Life Sciences,1858,3,Male,3,Human Resources,4,Divorced,2706,1,No,15,2,1,3,2,3,3,2,2
No,22,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,Manufacturing Director,4,Married,4775,6,No,22,1,2,4,2,1,2,2,2
No,41,Travel_Rarely,Research & Development,14,3,Life Sciences,227,1,Male,3,Research Scientist,3,Divorced,2451,4,No,12,1,1,13,2,3,9,8,8
No,53,Travel_Rarely,Sales,2,2,Medical,981,3,Male,3,Manager,3,Divorced,14852,6,No,13,3,1,22,3,4,17,13,2
No,48,Travel_Rarely,Sales,7,3,Marketing,1466,3,Male,3,Sales Executive,1,Divorced,5486,4,No,11,1,3,15,3,3,2,2,2
No,29,Travel_Rarely,Research & Development,28,4,Medical,2054,4,Female,2,Research Scientist,1,Single,3785,1,No,14,2,0,5,3,1,5,4,4
No,43,Travel_Frequently,Sales,2,4,Life Sciences,1849,1,Male,3,Sales Executive,4,Married,5675,1,No,20,3,1,7,5,3,7,7,7
No,43,Travel_Frequently,Research & Development,10,4,Life Sciences,430,3,Female,3,Laboratory Technician,4,Single,2455,0,No,19,1,0,9,5,3,8,7,7
No,38,Travel_Frequently,Research & Development,6,4,Life Sciences,1997,1,Male,2,Manufacturing Director,3,Married,5321,2,No,11,4,1,10,1,3,8,3,7
No,44,Travel_Rarely,Research & Development,7,3,Medical,1608,2,Female,3,Research Director,4,Divorced,19049,0,Yes,14,4,1,23,4,2,22,7,10
Yes,58,Travel_Rarely,Research & Development,23,4,Medical,165,4,Female,3,Healthcare Representative,4,Married,10312,1,No,12,4,1,40,3,2,40,10,6
No,41,Travel_Rarely,Sales,2,5,Life Sciences,625,2,Female,3,Manager,1,Married,16595,7,No,16,2,1,22,2,3,18,16,8
No,25,Travel_Rarely,Research & Development,1,3,Medical,1303,4,Female,3,Research Scientist,2,Single,2096,1,No,18,4,0,2,3,2,2,2,1
No,38,Travel_Rarely,Human Resources,1,3,Human Resources,1152,3,Male,4,Human Resources,3,Married,2844,1,No,13,4,1,7,2,4,7,6,0
No,46,Travel_Rarely,Research & Development,2,2,Life Sciences,1857,4,Male,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,1,12,4,2,9,8,7
No,21,Travel_Rarely,Research & Development,3,2,Medical,379,4,Male,2,Research Scientist,3,Single,3230,1,No,17,1,0,3,4,4,3,2,0
No,48,Travel_Rarely,Research & Development,10,3,Life Sciences,1867,4,Male,2,Research Director,2,Married,19665,4,No,12,4,0,29,3,3,22,10,9
No,38,Travel_Rarely,Research & Development,23,4,Life Sciences,393,4,Male,3,Healthcare Representative,4,Divorced,5745,9,No,14,2,1,10,2,3,2,2,2
No,56,Travel_Rarely,Human Resources,8,4,Life Sciences,1338,4,Male,3,Manager,2,Single,19717,6,No,14,1,0,36,4,3,7,3,7
No,38,Travel_Rarely,Research & Development,2,4,Life Sciences,271,4,Male,3,Manufacturing Director,3,Married,6553,9,No,14,2,0,14,3,3,1,0,0
No,30,Travel_Rarely,Research & Development,6,3,Technical Degree,1311,1,Female,2,Laboratory Technician,4,Married,4627,0,No,12,1,1,10,6,3,9,2,7
No,31,Non-Travel,Research & Development,5,3,Medical,2057,2,Male,3,Manufacturing Director,1,Single,9936,0,No,19,2,0,10,2,3,9,4,7
No,34,Travel_Frequently,Research & Development,2,1,Life Sciences,256,4,Male,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,2,10,9,9
No,56,Travel_Frequently,Research & Development,9,3,Medical,1071,1,Female,3,Research Scientist,3,Married,2942,2,No,19,2,1,18,4,3,5,4,3
No,42,Travel_Rarely,Research & Development,24,3,Medical,605,4,Male,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,1,10,5,2,10,9,8
No,34,Travel_Rarely,Research & Development,27,2,Medical,247,4,Female,3,Research Scientist,2,Single,2311,2,No,15,4,0,9,3,3,3,2,2
Yes,31,Travel_Frequently,Research & Development,3,3,Life Sciences,1537,4,Female,3,Research Scientist,3,Single,4084,1,No,12,1,0,7,2,1,7,2,7
No,36,Non-Travel,Sales,8,4,Technical Degree,990,1,Male,3,Sales Executive,4,Divorced,5079,4,No,13,4,2,12,3,3,7,7,7
No,46,Travel_Rarely,Research & Development,13,4,Life Sciences,1727,3,Male,3,Healthcare Representative,2,Single,5562,6,No,14,4,0,19,3,3,10,7,9
No,40,Travel_Frequently,Research & Development,16,4,Medical,832,1,Male,2,Laboratory Technician,3,Single,5094,6,No,14,4,0,10,6,3,1,0,0
No,54,Travel_Rarely,Human Resources,19,4,Medical,698,3,Male,3,Human Resources,2,Married,10725,2,No,15,3,1,16,1,4,9,7,1
No,37,Non-Travel,Sales,9,4,Medical,626,1,Male,3,Sales Executive,2,Divorced,8834,1,No,13,4,1,9,6,3,9,5,7
No,37,Travel_Rarely,Sales,10,4,Life Sciences,1105,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,8,5,3,1,0,0
No,35,Travel_Rarely,Research & Development,16,3,Life Sciences,586,4,Male,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,0,10,2,3,8,7,0
No,27,Travel_Rarely,Research & Development,,1,Life Sciences,1434,2,Male,3,Laboratory Technician,1,Married,2099,0,No,14,2,0,6,3,4,5,0,4
No,48,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,4,Manager,4,Single,16885,2,No,22,3,0,27,3,2,5,4,1
No,49,Travel_Rarely,Research & Development,4,2,Medical,1256,1,Male,2,Manager,3,Married,18711,2,No,13,3,1,23,2,4,1,0,0
Yes,26,Travel_Rarely,Research & Development,21,3,Medical,1107,1,Male,3,Laboratory Technician,3,Divorced,2377,1,No,20,3,1,1,0,2,1,1,0
No,30,Travel_Rarely,Sales,7,4,Marketing,1428,4,Female,3,Sales Executive,1,Divorced,4779,7,No,14,2,2,8,3,3,3,2,2
Yes,28,Travel_Rarely,Research & Development,2,4,Medical,828,3,Male,3,Research Scientist,3,Single,4382,6,No,17,4,0,5,3,2,2,2,1
No,42,Travel_Rarely,Sales,14,2,Medical,936,3,Female,2,Sales Executive,3,Single,6244,7,No,17,1,0,10,6,3,5,4,3
Yes,20,Travel_Rarely,Research & Development,4,3,Technical Degree,960,1,Male,3,Laboratory Technician,1,Single,2973,1,No,19,2,0,1,2,3,1,0,0
No,34,Travel_Rarely,Research & Development,8,2,Medical,757,2,Female,3,Healthcare Representative,3,Single,6142,3,No,11,4,0,10,2,3,5,1,3
No,55,Travel_Rarely,Research & Development,20,2,Technical Degree,389,2,Male,3,Laboratory Technician,4,Married,5415,3,Yes,19,4,1,12,4,3,10,7,8
No,47,Travel_Rarely,Research & Development,2,2,Other,820,3,Female,3,Manager,4,Married,16752,1,Yes,11,3,1,26,3,2,26,14,0
No,34,Travel_Rarely,Sales,28,3,Marketing,2035,4,Female,2,Sales Executive,3,Married,6712,1,No,21,4,2,8,2,3,8,7,7
No,37,Travel_Rarely,Research & Development,4,1,Life Sciences,1394,3,Male,3,Research Scientist,3,Married,2996,7,Yes,15,4,0,8,2,3,6,4,3
No,40,Travel_Rarely,Sales,2,4,Life Sciences,558,3,Female,3,Manager,3,Married,18041,0,No,14,4,0,21,2,3,20,15,12
No,41,Travel_Rarely,Research & Development,6,3,Medical,957,4,Male,3,Laboratory Technician,1,Single,4721,2,Yes,13,3,0,20,3,3,18,13,17
No,34,Travel_Frequently,Research & Development,10,4,Technical Degree,1597,4,Male,2,Healthcare Representative,3,Married,5063,1,No,14,2,1,8,3,2,8,2,7
No,43,Travel_Frequently,Research & Development,1,3,Life Sciences,902,4,Female,3,Healthcare Representative,4,Married,5562,4,No,13,2,1,12,2,2,5,2,2
No,36,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,3,Female,3,Manufacturing Director,3,Married,4663,9,Yes,12,2,2,7,2,3,3,2,1
No,28,Travel_Rarely,Research & Development,9,3,Medical,377,4,Male,3,Research Scientist,4,Married,2070,1,No,23,4,1,5,3,2,5,2,4
No,38,Travel_Rarely,Research & Development,1,1,Life Sciences,662,3,Female,3,Research Scientist,1,Single,2619,3,No,17,4,0,8,3,2,0,0,0
Yes,37,Travel_Rarely,Human Resources,6,4,Human Resources,133,3,Male,3,Human Resources,1,Divorced,2073,4,Yes,22,4,0,7,3,3,3,2,2
No,52,Travel_Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,Laboratory Technician,3,Married,3149,8,No,20,2,1,9,3,3,5,2,4
No,46,Travel_Rarely,Research & Development,7,2,Medical,1007,4,Male,3,Manufacturing Director,3,Divorced,10845,6,No,13,2,1,13,3,3,8,7,7
No,33,Non-Travel,Research & Development,1,2,Medical,1994,2,Male,2,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,1,2,2,1,1,0
Yes,22,Travel_Rarely,Research & Development,8,1,Medical,1783,3,Female,3,Laboratory Technician,1,Married,2398,1,Yes,17,3,0,1,6,3,1,0,0
No,23,Travel_Rarely,Research & Development,10,3,Technical Degree,1592,4,Male,4,Research Scientist,3,Married,2073,2,No,16,4,1,4,2,3,2,2,2
No,27,Travel_Frequently,Research & Development,15,3,Life Sciences,1870,4,Female,2,Research Scientist,1,Married,4774,0,No,19,4,1,8,2,2,7,6,3
No,39,Travel_Rarely,Research & Development,10,1,Medical,429,3,Male,3,Manager,1,Married,17068,1,Yes,14,4,0,21,3,3,21,9,10
No,30,Travel_Frequently,Research & Development,2,4,Technical Degree,1745,4,Female,2,Research Scientist,1,Single,4968,0,No,16,4,0,10,2,3,9,7,7
No,43,Travel_Rarely,Research & Development,8,3,Life Sciences,920,1,Female,3,Manufacturing Director,2,Divorced,4765,4,No,21,3,1,4,2,4,1,0,0
Yes,30,Travel_Rarely,Research & Development,3,3,Technical Degree,297,4,Female,3,Research Scientist,1,Single,2657,5,Yes,11,3,0,8,5,3,5,2,4
No,43,Travel_Frequently,Research & Development,21,3,Medical,525,4,Male,3,Laboratory Technician,4,Married,2258,7,No,20,1,1,8,1,3,3,2,2
No,42,Travel_Rarely,Research & Development,2,3,Medical,351,4,Female,2,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,1,10,4,3,9,6,8
No,42,Travel_Frequently,Research & Development,,2,Medical,1480,1,Female,3,Laboratory Technician,4,Single,3673,1,No,13,3,0,12,3,3,12,9,8
No,50,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,3,Healthcare Representative,3,Married,11245,2,Yes,15,3,1,32,3,3,30,8,13
No,30,Non-Travel,Research & Development,1,1,Life Sciences,292,3,Male,2,Manufacturing Director,3,Single,8474,1,No,22,3,0,12,2,3,11,8,8
No,34,Travel_Rarely,Research & Development,2,4,Medical,1755,4,Male,4,Research Scientist,4,Married,2932,0,Yes,14,1,3,6,3,3,5,0,2
No,46,Travel_Rarely,Research & Development,2,4,Medical,1789,3,Male,3,Research Director,4,Divorced,19328,7,Yes,17,3,1,24,3,3,2,1,2
No,30,Travel_Rarely,Sales,4,2,Medical,121,3,Female,2,Sales Executive,2,Divorced,5209,1,Yes,12,2,3,11,4,2,11,8,7
No,34,Travel_Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,Sales Representative,3,Married,2220,1,Yes,19,4,1,1,2,3,1,1,0
No,46,Travel_Rarely,Sales,4,2,Marketing,1280,4,Female,2,Manager,2,Married,18789,2,No,14,3,1,26,2,3,11,4,8
No,36,Travel_Rarely,Research & Development,2,4,Life Sciences,1294,3,Female,3,Manufacturing Director,2,Single,5410,9,Yes,11,4,0,18,2,3,16,14,12
No,53,Travel_Rarely,Research & Development,3,4,Medical,386,3,Male,3,Research Director,3,Married,17584,3,Yes,16,4,3,21,5,2,5,3,3
No,41,Travel_Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,3,Laboratory Technician,4,Married,4766,3,Yes,11,1,1,6,4,3,1,0,0
No,37,Travel_Rarely,Research & Development,19,2,Life Sciences,61,2,Male,3,Research Scientist,2,Married,3022,4,No,21,1,0,8,1,3,1,0,0
No,37,Non-Travel,Sales,19,2,Medical,904,1,Male,3,Sales Executive,2,Single,7642,1,Yes,13,4,0,10,2,3,10,0,9
No,32,Travel_Frequently,Sales,10,4,Marketing,1853,4,Male,3,Sales Executive,4,Single,4648,8,No,13,3,0,4,2,4,0,0,0
No,38,Travel_Rarely,Research & Development,1,4,Life Sciences,724,2,Female,4,Healthcare Representative,4,Single,7625,0,No,13,3,0,10,4,2,9,7,8
No,31,Travel_Rarely,Sales,10,2,Medical,1912,3,Female,3,Sales Executive,4,Divorced,6583,2,Yes,11,4,1,8,2,3,5,2,4
No,53,Travel_Rarely,Sales,8,3,Marketing,897,1,Male,3,Sales Executive,4,Married,11836,5,No,14,3,1,28,3,3,2,0,2
No,50,Travel_Rarely,Research & Development,4,1,Life Sciences,385,1,Male,3,Research Director,2,Divorced,19144,3,No,14,1,2,28,4,2,10,4,6
No,31,Travel_Rarely,Sales,7,3,Life Sciences,613,3,Male,2,Manager,4,Divorced,11557,9,No,21,3,1,10,3,2,5,4,1
No,36,Travel_Rarely,Sales,2,2,Medical,513,2,Male,2,Sales Executive,3,Married,7596,1,No,13,2,2,10,2,3,10,9,0
No,45,Travel_Rarely,Research & Development,8,4,Other,452,4,Male,3,Research Scientist,4,Married,3697,9,No,14,1,2,12,3,3,10,9,8
No,34,Travel_Rarely,Sales,2,3,Marketing,1281,3,Female,3,Sales Executive,1,Single,4538,0,Yes,12,4,0,4,3,3,3,2,2
No,32,Travel_Frequently,Research & Development,7,3,Life Sciences,359,2,Male,4,Laboratory Technician,2,Married,2794,1,No,20,3,0,5,3,1,5,1,3
No,48,Travel_Rarely,Sales,29,1,Medical,473,1,Female,3,Manager,3,Married,12504,3,No,21,2,1,15,3,1,0,0,0
No,44,Non-Travel,Research & Development,23,3,Medical,132,2,Male,3,Laboratory Technician,2,Married,2042,4,No,12,3,1,17,3,4,3,2,2
No,37,Travel_Rarely,Research & Development,10,4,Life Sciences,518,3,Male,3,Manufacturing Director,2,Single,4197,2,Yes,12,4,0,18,2,2,1,0,1
Yes,50,Travel_Frequently,Sales,1,4,Other,1113,4,Male,3,Sales Executive,3,Single,4728,3,Yes,14,4,0,5,4,3,0,0,0
No,45,Non-Travel,Sales,,3,Medical,302,4,Female,2,Sales Executive,4,Single,8865,6,No,12,4,0,23,2,3,19,7,8
No,39,Travel_Rarely,Research & Development,24,1,Life Sciences,2014,1,Male,3,Research Scientist,4,Single,4108,7,No,13,1,0,18,2,3,7,7,7
No,46,Travel_Rarely,Human Resources,1,2,Life Sciences,1314,4,Female,3,Human Resources,1,Single,3423,6,No,12,3,0,10,3,4,7,6,7
No,38,Travel_Rarely,Research & Development,9,2,Life Sciences,1940,2,Male,3,Research Scientist,4,Divorced,4771,2,No,19,4,2,10,0,4,5,2,3
No,31,Travel_Rarely,Research & Development,7,2,Medical,524,2,Female,3,Manufacturing Director,1,Married,4306,1,No,12,2,1,13,5,1,13,10,12
No,45,Travel_Rarely,Research & Development,9,3,Life Sciences,206,2,Male,3,Laboratory Technician,2,Divorced,2348,8,No,18,3,1,20,2,1,17,9,15
No,29,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,4,Female,2,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,3,1,0,0
No,42,Travel_Rarely,Research & Development,2,3,Medical,1542,3,Male,2,Laboratory Technician,2,Married,4841,4,No,14,2,1,4,3,3,1,0,0
No,33,Travel_Frequently,Research & Development,3,4,Life Sciences,5,4,Female,3,Research Scientist,3,Married,2909,1,Yes,11,3,0,8,3,3,8,7,0
No,47,Non-Travel,Sales,2,4,Marketing,1731,3,Male,3,Sales Executive,2,Married,4978,7,No,11,4,1,4,3,1,1,0,0
No,32,Travel_Rarely,Research & Development,2,3,Medical,1671,4,Male,3,Research Scientist,2,Divorced,5470,0,No,13,3,2,10,4,2,9,5,6
Yes,53,Travel_Rarely,Research & Development,2,5,Technical Degree,1572,3,Female,2,Manufacturing Director,4,Married,10169,0,No,16,2,1,34,4,3,33,7,9
No,36,Travel_Rarely,Sales,16,4,Marketing,1436,3,Female,2,Sales Executive,1,Married,5647,4,No,13,1,2,11,3,2,3,2,2
No,40,Non-Travel,Research & Development,8,2,Life Sciences,1552,4,Male,3,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,0,8,2,3,2,2,2
No,41,Travel_Rarely,Human Resources,10,4,Human Resources,731,2,Male,2,Manager,4,Divorced,19141,3,No,15,2,3,23,2,2,21,6,6
No,36,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,Healthcare Representative,3,Married,5347,6,No,14,2,2,10,2,2,3,2,2
No,33,Travel_Frequently,Research & Development,1,4,Other,998,3,Female,4,Healthcare Representative,2,Married,5488,1,Yes,13,1,1,6,2,3,6,5,2
No,34,Travel_Frequently,Human Resources,11,3,Life Sciences,1289,3,Male,2,Human Resources,2,Married,4490,4,No,11,4,2,14,5,4,10,9,8
Yes,18,Travel_Frequently,Sales,5,3,Marketing,614,2,Male,3,Sales Representative,2,Single,1878,1,Yes,14,4,0,0,3,3,0,0,0
No,45,Travel_Rarely,Research & Development,28,2,Technical Degree,1719,4,Female,2,Research Director,2,Single,16704,1,No,11,3,0,21,2,3,21,6,6
No,26,Travel_Rarely,Research & Development,17,4,Medical,1718,4,Male,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,4,3,2,2
No,34,Travel_Rarely,Research & Development,1,2,Medical,110,1,Male,3,Manufacturing Director,2,Married,4325,1,No,15,3,0,5,2,3,5,2,3
No,30,Travel_Rarely,Research & Development,7,3,Medical,1609,2,Male,2,Research Scientist,2,Married,2141,1,No,12,2,1,6,3,2,6,4,1
No,45,Travel_Rarely,Human Resources,24,4,Medical,1049,2,Male,3,Human Resources,2,Single,2177,1,No,16,1,0,6,3,3,6,3,4
No,40,Travel_Rarely,Sales,2,2,Marketing,516,4,Female,3,Sales Executive,2,Divorced,5715,7,No,12,3,2,8,5,3,5,4,3
Yes,50,Travel_Frequently,Sales,8,2,Technical Degree,723,2,Male,3,Sales Executive,3,Married,6796,3,Yes,14,1,1,18,4,3,4,3,3
No,36,Travel_Frequently,Research & Development,23,2,Medical,2061,3,Male,4,Laboratory Technician,4,Married,2571,4,No,17,3,1,17,3,3,5,2,3
No,37,Travel_Rarely,Sales,2,3,Marketing,656,4,Male,3,Sales Executive,3,Married,9602,4,Yes,11,3,1,17,3,2,3,0,0
No,37,Travel_Rarely,Sales,9,2,Marketing,1787,2,Male,2,Sales Executive,2,Married,4189,1,No,14,1,2,5,2,3,5,2,3
No,56,Travel_Frequently,Sales,6,3,Life Sciences,532,3,Female,4,Sales Executive,1,Married,13212,9,No,11,4,3,36,0,2,7,7,7
Yes,50,Travel_Rarely,Sales,3,2,Marketing,47,1,Male,2,Sales Representative,3,Married,2683,1,Yes,14,3,0,3,2,3,3,2,2
Yes,31,Travel_Rarely,Human Resources,18,5,Human Resources,1842,4,Male,4,Human Resources,1,Married,2956,0,No,17,3,0,2,4,3,1,0,0
No,45,Travel_Rarely,Sales,9,3,Marketing,864,4,Male,3,Sales Executive,1,Divorced,10761,4,Yes,12,3,1,18,2,3,5,4,2
No,33,Non-Travel,Sales,,3,Life Sciences,992,4,Male,3,Manager,3,Single,17444,1,No,11,4,0,10,2,3,10,8,0
No,30,Non-Travel,Sales,22,4,Other,567,3,Female,3,Sales Executive,1,Married,8412,0,No,11,3,0,10,3,3,9,8,8
No,46,Travel_Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,3,Manufacturing Director,4,Divorced,7379,2,No,11,3,1,12,3,2,6,3,4
No,23,Travel_Rarely,Research & Development,1,2,Life Sciences,1270,4,Male,3,Research Scientist,3,Married,1223,1,No,22,4,1,1,2,3,1,0,1
Yes,32,Travel_Rarely,Sales,1,2,Life Sciences,1734,1,Male,1,Sales Executive,2,Single,6735,6,No,15,2,0,10,2,3,0,0,0
No,18,Non-Travel,Research & Development,14,3,Medical,1839,2,Female,3,Research Scientist,3,Single,1514,1,No,16,3,0,0,4,1,0,0,0
No,43,Travel_Rarely,Research & Development,14,2,Life Sciences,843,2,Male,3,Research Director,1,Married,17159,6,No,24,3,1,22,3,3,4,1,0
No,36,Travel_Rarely,Research & Development,27,3,Medical,13,3,Male,3,Healthcare Representative,3,Married,5237,6,No,13,2,2,17,3,2,7,7,7
No,28,Travel_Rarely,Sales,5,3,Medical,1469,4,Male,3,Sales Executive,1,Single,8463,0,No,18,4,0,6,4,3,5,4,3
Yes,31,Travel_Frequently,Research & Development,1,5,Life Sciences,1459,3,Female,4,Manufacturing Director,2,Single,7446,1,No,11,1,0,10,2,3,10,8,7
No,35,Travel_Rarely,Research & Development,23,4,Medical,75,3,Female,3,Laboratory Technician,1,Married,4014,3,Yes,15,3,1,4,3,3,2,2,2
Yes,36,Travel_Rarely,Sales,3,1,Life Sciences,967,3,Male,2,Sales Executive,4,Married,10325,1,Yes,11,1,1,16,6,3,16,7,7
No,30,Travel_Rarely,Research & Development,17,4,Medical,1321,2,Female,3,Manager,1,Married,11916,1,Yes,23,4,2,9,2,3,9,1,8
Yes,42,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,Sales Executive,1,Single,13758,0,Yes,12,2,0,22,2,2,21,9,14
No,49,Travel_Frequently,Research & Development,2,1,Life Sciences,1941,2,Male,3,Research Director,4,Married,19161,3,No,15,4,0,28,3,3,5,4,3
No,42,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,Laboratory Technician,2,Divorced,2766,8,No,22,2,3,7,6,2,5,3,4
No,45,Non-Travel,Research & Development,2,2,Medical,264,1,Male,2,Manager,4,Married,16792,9,No,23,4,1,22,1,3,20,8,8
No,18,Non-Travel,Research & Development,5,2,Life Sciences,1012,2,Male,3,Research Scientist,4,Single,1051,1,No,15,4,0,0,2,3,0,0,0
No,36,Travel_Frequently,Sales,3,4,Medical,481,1,Male,2,Sales Executive,4,Married,9699,4,No,11,1,1,16,2,3,13,9,12
No,34,Travel_Rarely,Sales,14,3,Technical Degree,666,3,Female,3,Sales Representative,3,Divorced,2579,1,Yes,18,4,2,8,3,3,8,2,6
No,48,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,2,Manager,4,Married,15202,2,No,25,2,1,23,3,3,2,2,2
No,44,Non-Travel,Research & Development,5,3,Life Sciences,1471,3,Male,2,Laboratory Technician,3,Single,3162,3,No,14,4,0,7,5,3,5,2,3
No,38,Travel_Frequently,Research & Development,2,2,Medical,1760,3,Female,2,Laboratory Technician,2,Married,2468,4,No,14,2,1,9,4,2,6,1,5
No,38,Travel_Rarely,Sales,3,3,Life Sciences,307,1,Male,3,Sales Executive,3,Divorced,10609,0,No,12,3,2,17,6,2,16,10,13
No,35,Travel_Rarely,Sales,7,1,Life Sciences,1492,4,Male,3,Sales Representative,3,Married,2404,1,No,13,1,1,1,3,3,1,0,0
