INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,CHURN
49744,66,23,844298,214,3,6,STAY
35923,52,0,260407,211,4,15,STAY
127794,196,77,644930,689,3,2,LEAVE
43483,225,11,463120,158,23,5,LEAVE
44396,40,58,173946,240,3,1,STAY
86744,215,0,202304,258,14,8,LEAVE
126690,0,85,541376,887,0,1,LEAVE
122367,63,0,494162,538,5,14,STAY
40941,180,0,219758,209,16,14,LEAVE
90946,0,59,939097,324,1,1,STAY
22320,181,20,711732,245,10,6,STAY
74745,0,39,872711,265,21,2,STAY
64485,75,0,938019,310,5,15,STAY
153000,213,41,286292,768,11,2,LEAVE
46128,50,19,423002,134,3,5,LEAVE
24426,60,0,738562,321,3,11,STAY
151097,63,0,454280,887,4,8,LEAVE
34769,200,77,430378,188,12,6,LEAVE
82041,0,16,165758,262,0,4,STAY
88111,188,0,911781,304,22,15,LEAVE
142686,46,10,373419,712,4,4,LEAVE
59863,235,79,284909,272,15,2,STAY
28242,39,0,425318,150,5,12,STAY
58692,216,64,830574,392,11,1,LEAVE
125300,0,42,778265,498,1,2,STAY
56008,0,20,156253,323,1,4,STAY
148720,150,77,379730,587,28,1,LEAVE
50621,0,17,789157,285,0,4,LEAVE
74132,191,43,535092,349,15,2,LEAVE
72414,0,16,991413,250,16,4,STAY
40780,209,18,680403,150,22,5,LEAVE
33016,157,77,591308,188,29,2,STAY
129609,29,53,241594,575,3,2,STAY
115467,0,0,998084,837,1,11,LEAVE
146701,0,0,270434,203,1,14,STAY
98560,0,36,660066,334,0,2,LEAVE
26013,0,0,316547,200,0,8,STAY
23013,0,0,471997,152,1,10,LEAVE
72109,198,11,305870,254,5,4,LEAVE
75567,67,19,350487,351,0,6,STAY
36115,0,0,176533,211,1,12,LEAVE
122297,84,28,300033,690,4,1,STAY
69256,0,50,234151,293,1,2,LEAVE
96388,82,0,895615,326,3,12,STAY
29467,38,8,591326,180,4,4,LEAVE
102144,189,8,726796,702,19,6,STAY
141328,207,0,424713,686,13,13,STAY
96784,211,62,295279,275,22,2,STAY
75143,27,0,274299,289,5,10,STAY
137302,0,0,305734,755,0,12,LEAVE
48239,0,24,221907,573,0,6,STAY
49546,0,0,795417,243,5,14,STAY
143657,64,0,875606,867,3,10,STAY
78626,197,64,284453,250,23,1,STAY
27794,187,53,318033,158,13,1,LEAVE
125795,241,11,269279,748,11,5,LEAVE
37627,0,6,261686,224,0,6,STAY
92585,148,0,556963,299,18,10,LEAVE
95476,183,0,566503,322,17,11,LEAVE
158949,0,56,281584,893,1,4,STAY
115824,256,29,833829,640,0,1,LEAVE
144425,202,0,951016,669,4,14,STAY
75028,81,43,236437,266,5,2,STAY
60326,75,14,235698,347,5,14,LEAVE
33526,191,0,679863,210,21,9,STAY
90506,0,0,983289,264,29,9,STAY
38063,195,44,205784,189,10,2,STAY
21858,58,15,155789,248,4,4,LEAVE
67246,61,43,390262,252,4,1,STAY
90687,0,0,389556,390,1,12,STAY
44538,73,0,173310,200,4,8,LEAVE
122762,37,0,847171,275,5,14,LEAVE
155302,81,6,324688,448,3,6,STAY
46723,0,0,334592,711,1,8,LEAVE
104692,49,56,324712,889,5,2,LEAVE
48434,67,9,517356,241,3,4,LEAVE
46148,155,0,386085,418,27,9,LEAVE
70321,0,14,220107,372,1,5,STAY
122956,63,56,463640,543,3,2,LEAVE
30795,0,0,544185,199,1,9,LEAVE
114656,199,6,948686,649,14,15,LEAVE
41057,43,40,351791,162,3,2,LEAVE
44477,64,13,569024,131,3,6,STAY
43005,165,82,639422,241,1,1,STAY
97657,42,6,722147,270,5,6,STAY
26390,188,23,254950,269,15,4,LEAVE
56292,166,81,911598,348,27,2,STAY
36518,77,67,683007,166,3,9,STAY
98453,64,68,185101,255,4,2,LEAVE
92899,62,67,263080,370,5,1,STAY
44320,171,14,901133,164,1,6,STAY
21105,33,20,794430,221,3,4,STAY
115508,63,22,942099,841,4,4,LEAVE
45356,73,5,256935,170,24,5,LEAVE
121521,71,0,723848,537,3,10,LEAVE
91735,182,0,270509,301,21,10,LEAVE
24340,0,16,157568,183,0,4,STAY
159492,181,20,279016,820,1,6,LEAVE
46752,265,13,267142,741,16,2,LEAVE
35603,163,17,553814,174,29,6,LEAVE
25494,0,0,262920,138,1,12,STAY
94223,169,74,546417,294,17,1,STAY
83563,144,17,412513,369,28,6,LEAVE
52074,0,0,552176,383,0,14,LEAVE
27519,37,21,426025,209,4,4,STAY
127195,43,43,525858,530,5,1,STAY
123392,0,86,545673,774,0,2,LEAVE
52664,77,18,239846,308,5,5,STAY
35265,208,0,293542,184,24,14,LEAVE
24655,75,0,960169,161,5,15,STAY
118194,228,12,516476,526,18,4,LEAVE
83335,203,0,980351,255,3,10,STAY
137836,181,39,198198,511,28,1,STAY
68313,60,37,753254,399,3,1,STAY
114461,200,28,775618,596,14,1,LEAVE
30357,47,0,265048,387,5,14,STAY
78726,0,0,221785,308,0,8,LEAVE
103607,170,83,232378,871,5,2,LEAVE
50468,195,76,732491,271,29,15,STAY
138728,38,13,433691,674,3,5,STAY
102283,165,0,251199,718,14,8,LEAVE
111553,45,87,365696,582,0,2,STAY
101612,0,59,222450,587,1,1,LEAVE
75947,0,0,721881,393,1,14,STAY
101722,0,5,565632,557,0,6,STAY
93703,203,0,808193,219,11,13,STAY
66878,0,49,159161,376,1,1,STAY
94167,61,54,913781,261,5,1,STAY
24166,214,32,232492,168,0,1,STAY
52880,201,41,842193,300,13,2,STAY
65730,0,6,982181,576,1,5,STAY
100710,0,0,624372,417,1,15,STAY
71826,213,19,707524,298,1,4,LEAVE
127091,58,0,176728,535,5,14,LEAVE
122210,58,62,181655,404,5,2,STAY
48157,217,0,595864,148,1,12,LEAVE
118263,48,5,556556,725,5,5,STAY
144835,193,17,180698,677,29,4,STAY
81930,0,18,197604,345,0,4,STAY
33949,75,0,794093,150,4,9,STAY
103056,229,5,189872,587,16,6,LEAVE
37683,197,0,229932,174,27,14,LEAVE
52137,58,15,233930,255,4,4,LEAVE
150930,0,0,221740,625,1,9,LEAVE
25996,0,6,207895,150,1,6,STAY
71007,199,20,484451,327,5,6,STAY
47281,200,0,184697,133,22,12,LEAVE
120223,0,27,214585,896,1,2,LEAVE
22994,157,69,453359,230,13,1,LEAVE
113661,191,74,419412,525,21,2,LEAVE
46617,56,44,501787,200,5,2,LEAVE
75824,0,14,402882,352,25,5,STAY
144933,214,20,463555,577,1,5,LEAVE
109499,0,11,744123,550,1,4,STAY
117273,55,0,894425,588,5,9,STAY
86562,0,84,953523,312,0,1,STAY
148566,236,33,264792,401,22,2,LEAVE
74505,66,17,200009,285,5,4,LEAVE
43389,68,0,902410,132,5,8,STAY
65822,234,0,590908,397,21,10,LEAVE
80903,224,24,204940,371,26,6,LEAVE
21489,150,0,759611,231,20,12,LEAVE
155625,172,12,907618,885,26,5,LEAVE
79041,186,14,159314,292,12,5,LEAVE
32914,0,14,584523,295,16,4,STAY
132265,244,81,218663,729,21,1,LEAVE
69467,0,5,339885,347,1,6,LEAVE
79439,0,49,708866,377,1,4,STAY
82789,71,0,295446,268,3,14,STAY
42155,248,0,690747,225,0,9,STAY
44883,65,35,646082,210,5,8,STAY
35845,218,0,213438,250,20,15,STAY
157428,0,74,173237,756,0,1,STAY
59822,0,0,163075,260,1,10,STAY
155024,0,9,216742,689,1,4,STAY
41434,0,0,550274,223,1,11,STAY
68895,197,18,198354,315,10,12,STAY
21547,0,56,981857,187,4,2,STAY
88034,211,0,403614,385,18,10,LEAVE
151027,0,18,601900,517,1,6,LEAVE
125707,65,6,227246,627,4,4,STAY
53069,53,66,752168,339,4,1,LEAVE
86561,89,0,207146,365,4,13,LEAVE
45463,243,19,267641,148,28,4,STAY
138559,62,24,330981,636,3,6,LEAVE
37573,0,15,475819,187,0,4,STAY
142586,232,11,376562,453,10,4,STAY
134723,183,24,912787,541,25,5,LEAVE
80047,66,0,325441,304,3,14,LEAVE
37075,50,8,265813,191,4,5,LEAVE
38208,0,12,462870,134,1,6,LEAVE
51516,74,14,661466,271,3,5,STAY
109992,58,71,981614,437,3,1,LEAVE
97028,148,0,529904,358,13,15,LEAVE
40348,50,75,784909,153,4,2,STAY
94693,164,71,298620,419,12,2,STAY
96473,211,39,517162,309,17,2,LEAVE
37058,0,0,429582,211,0,14,LEAVE
126631,45,14,504393,746,4,6,STAY
50080,197,39,788026,375,15,1,STAY
35329,53,76,834713,228,4,1,STAY
87131,233,0,863023,318,25,6,STAY
114129,206,76,290499,897,23,2,LEAVE
154462,0,31,886336,576,1,1,LEAVE
31300,0,20,626221,198,1,4,STAY
106902,0,20,975779,665,19,5,STAY
104813,0,0,314694,848,0,14,STAY
72194,76,0,669470,204,3,10,STAY
22491,0,75,267176,237,3,2,LEAVE
117983,54,15,278739,166,4,2,STAY
25276,0,89,241369,207,1,1,STAY
54766,240,0,226638,283,24,13,STAY
39033,217,17,323674,160,25,4,LEAVE
146844,66,17,625485,418,5,5,STAY
34809,0,83,559359,164,1,1,STAY
40964,0,13,260822,189,0,13,STAY
76781,58,80,233642,399,17,1,LEAVE
124522,59,0,785739,886,5,10,STAY
152892,0,0,242383,487,14,9,LEAVE
140655,0,0,655281,698,11,9,LEAVE
115987,35,14,219175,894,4,5,STAY
45131,0,0,661345,242,1,15,LEAVE
57578,156,15,492510,330,13,6,LEAVE
68056,228,0,205450,354,16,15,LEAVE
121282,169,0,875007,530,5,9,STAY
141930,54,9,272413,767,5,13,STAY
94045,64,57,686495,290,3,9,LEAVE
107431,0,29,236230,558,0,2,LEAVE
145529,210,23,163893,322,24,6,LEAVE
54251,52,0,229667,310,5,10,LEAVE
119573,49,5,886458,406,5,4,LEAVE
123990,186,0,474170,406,16,9,LEAVE
81481,0,24,310289,373,0,6,STAY
85344,136,0,259721,265,23,8,LEAVE
50865,0,22,917695,257,0,5,STAY
139124,0,0,159278,649,1,9,STAY
58034,61,8,937140,333,4,5,LEAVE
66159,70,73,743905,271,3,2,STAY
39865,221,0,463399,193,25,14,LEAVE
41954,0,49,598144,247,0,1,LEAVE
93794,0,0,479487,269,0,11,STAY
63521,70,39,918314,366,5,2,STAY
97556,41,0,612559,354,5,2,LEAVE
92778,29,0,582102,292,5,14,STAY
106989,41,5,249226,548,4,5,LEAVE
118878,227,35,670600,576,17,2,STAY
37984,252,5,167351,230,18,4,LEAVE
122841,201,77,158910,754,0,1,LEAVE
49371,90,0,308751,216,3,8,LEAVE
53335,48,18,753103,326,4,14,STAY
27522,0,0,898267,289,1,11,LEAVE
47170,58,0,369818,230,3,13,STAY
49258,207,22,718538,152,17,5,STAY
37019,0,0,659505,184,0,13,STAY
80068,198,18,455601,334,20,5,LEAVE
73238,198,8,876119,312,10,4,LEAVE
91536,0,61,260018,312,5,15,STAY
39808,187,38,192600,239,11,2,LEAVE
26614,43,39,459608,237,1,1,LEAVE
44589,77,0,778796,168,3,15,LEAVE
157813,192,48,687840,504,12,1,LEAVE
102857,253,7,320755,701,20,5,LEAVE
32595,0,0,864838,210,0,15,STAY
38129,57,14,819742,176,5,6,STAY
57011,60,0,735588,357,5,14,STAY
36034,32,24,186377,240,4,1,STAY
118612,0,0,277982,501,0,10,LEAVE
54024,0,0,189887,373,1,14,STAY
23756,184,0,927687,197,15,10,LEAVE
51458,162,0,522983,352,20,12,LEAVE
51984,0,0,985758,306,0,9,LEAVE
35468,0,62,559911,218,1,2,LEAVE
125359,189,14,194641,852,26,4,LEAVE
59259,182,0,218383,383,13,9,LEAVE
23092,236,0,203688,241,1,9,LEAVE
38491,181,13,358048,148,21,4,LEAVE
59046,0,66,176170,201,1,2,LEAVE
93675,64,7,168842,308,0,4,LEAVE
149379,224,0,528332,693,22,11,STAY
60097,74,29,280799,359,5,2,STAY
39503,232,83,505436,880,3,1,LEAVE
30761,215,10,798143,214,11,8,STAY
112445,0,85,431250,572,1,13,LEAVE
149705,0,8,928895,680,0,2,STAY
91083,0,0,408320,312,1,10,LEAVE
38628,0,0,860713,201,1,12,STAY
64950,225,73,350018,142,12,2,LEAVE
56452,0,75,185601,305,0,2,LEAVE
102682,65,13,447901,697,5,2,LEAVE
71164,0,17,288319,373,0,4,STAY
130760,241,13,426241,696,14,5,LEAVE
77645,0,0,834511,378,0,15,LEAVE
35859,68,29,340882,536,5,4,LEAVE
30797,74,13,256439,153,3,5,STAY
39082,90,0,250837,208,4,9,STAY
120092,0,0,522637,850,0,13,LEAVE
106174,0,0,973307,820,1,9,LEAVE
22456,159,0,918146,170,22,13,STAY
87010,0,62,170614,331,0,12,LEAVE
77042,62,0,209812,333,4,6,STAY
42430,69,31,286600,131,1,2,LEAVE
158516,0,43,306076,659,3,2,LEAVE
27027,0,0,640621,148,1,9,STAY
85790,65,83,406841,204,5,1,STAY
99887,63,23,535456,205,0,6,STAY
36129,199,11,272902,248,26,6,STAY
158882,0,11,721805,865,0,4,STAY
109588,193,61,236664,581,4,2,LEAVE
60641,0,0,936376,324,0,9,STAY
41134,43,88,158151,246,5,2,STAY
63194,52,66,757495,194,5,2,STAY
77999,0,43,397326,256,1,4,LEAVE
112982,41,0,536273,650,4,14,LEAVE
60247,46,6,677211,392,3,5,LEAVE
60217,0,89,927715,320,19,1,STAY
40031,36,11,606180,245,5,1,STAY
39358,165,0,914945,161,15,14,LEAVE
35314,0,0,281556,240,1,10,STAY
60463,35,7,723637,208,3,4,STAY
77951,0,19,184399,659,1,11,STAY
107739,49,52,574797,631,4,2,LEAVE
92014,0,0,203037,302,1,15,LEAVE
96367,230,12,183009,229,14,5,LEAVE
45273,89,23,240120,208,22,6,LEAVE
74128,65,0,357953,270,3,10,STAY
25208,57,58,232971,163,5,14,STAY
96509,207,0,599128,290,19,8,LEAVE
108526,251,0,363036,488,19,15,LEAVE
151293,0,0,335680,879,1,13,LEAVE
51515,228,18,197285,336,21,6,LEAVE
41259,58,0,396597,147,4,14,STAY
25699,184,0,333060,248,23,2,LEAVE
76319,209,0,928608,327,15,9,STAY
121758,0,8,504368,719,1,5,STAY
26650,171,17,211509,185,0,6,STAY
78607,0,0,480459,382,1,13,STAY
63333,72,9,395282,337,4,4,STAY
43315,17,7,432252,177,4,5,STAY
97893,198,15,462833,741,18,5,LEAVE
90342,218,66,236887,255,22,1,LEAVE
46853,67,80,220970,301,5,2,STAY
40603,68,0,806628,199,5,9,LEAVE
97931,0,83,282966,329,0,1,STAY
102417,0,16,313557,498,0,4,STAY
42664,0,6,181145,200,1,4,STAY
35641,143,0,508831,196,0,12,LEAVE
50950,74,42,805947,353,4,2,STAY
80502,0,0,852541,367,0,11,STAY
29577,191,23,432027,165,27,6,STAY
26269,270,63,984803,231,22,2,LEAVE
142428,175,0,375756,473,16,13,STAY
30779,74,0,739195,232,5,5,STAY
33988,0,15,314777,247,0,4,STAY
74932,252,11,165364,314,16,5,LEAVE
48435,0,16,555023,234,0,6,STAY
22692,212,69,168747,226,13,2,LEAVE
105998,0,82,260026,276,1,1,LEAVE
106391,0,25,896664,771,0,1,LEAVE
128696,0,30,985933,703,4,1,STAY
81155,0,0,448012,174,0,9,STAY
23995,0,16,761738,192,0,5,STAY
49640,197,51,400846,234,25,6,LEAVE
146115,0,0,227508,427,0,12,STAY
73437,0,71,527421,320,0,1,STAY
157658,0,5,177566,802,21,10,STAY
30690,78,79,671359,227,5,1,STAY
39593,0,23,896534,206,1,1,STAY
80307,212,24,390680,700,29,5,LEAVE
83416,175,69,403138,368,27,1,STAY
38561,67,58,425971,132,3,2,LEAVE
61669,210,22,470448,351,24,6,LEAVE
114645,59,22,620718,450,5,4,STAY
25893,0,19,888231,245,0,4,STAY
107481,63,31,162506,451,3,1,LEAVE
94564,0,7,295138,399,1,5,STAY
80286,70,87,446329,346,4,12,STAY
39105,48,8,200020,155,5,5,LEAVE
30806,49,53,425636,244,4,2,STAY
128511,0,22,318431,713,0,5,STAY
155867,64,73,172452,745,5,2,STAY
26454,185,39,396324,171,14,2,STAY
28708,0,29,422028,197,1,2,LEAVE
88405,204,24,270004,313,16,4,STAY
47797,174,17,668946,220,15,4,STAY
26615,208,81,300831,206,20,1,LEAVE
34527,52,57,328420,160,3,1,STAY
120905,65,0,502504,733,4,10,STAY
21929,66,89,888053,197,4,1,STAY
108677,164,23,465720,535,24,4,LEAVE
73061,53,0,272228,339,5,8,LEAVE
88119,135,17,688863,312,26,4,STAY
151403,49,89,697248,651,3,1,LEAVE
26644,84,46,276556,199,5,2,STAY
54508,154,12,438855,255,16,5,LEAVE
21828,188,87,801794,132,4,1,LEAVE
115463,0,0,188199,615,0,15,LEAVE
48489,196,80,581017,249,23,2,LEAVE
134379,0,15,287024,457,0,5,STAY
131166,0,77,185891,618,1,1,STAY
140110,41,0,263558,470,3,1,LEAVE
127232,74,12,999413,850,5,6,LEAVE
32560,188,0,561384,180,21,14,LEAVE
59617,270,12,560653,270,10,6,LEAVE
51169,204,24,775231,303,25,4,LEAVE
37456,230,0,330804,185,18,1,LEAVE
20273,0,30,213798,138,0,5,STAY
158179,226,21,269368,478,18,5,LEAVE
76776,63,14,450076,391,3,4,LEAVE
66329,53,0,479321,319,5,10,STAY
135822,0,0,264297,600,1,9,LEAVE
36204,57,23,335153,163,5,4,STAY
34339,0,0,159499,211,1,8,LEAVE
68682,40,0,160107,255,3,2,STAY
159692,55,17,718954,832,5,13,STAY
123039,64,0,588085,826,4,9,LEAVE
93041,244,70,261324,274,23,2,LEAVE
131087,60,7,242153,647,4,4,LEAVE
158797,84,17,346790,588,5,4,LEAVE
40781,60,83,959272,182,5,2,STAY
95011,148,65,786170,266,25,1,STAY
28048,0,11,277688,179,1,5,STAY
107913,0,38,197719,625,1,1,STAY
58530,0,64,166357,329,0,2,STAY
35942,74,0,240919,148,4,12,LEAVE
139653,188,89,508533,711,24,2,STAY
142422,179,13,579963,773,28,5,LEAVE
133217,0,47,179107,619,0,2,STAY
127767,59,25,306963,866,5,2,LEAVE
48722,0,6,184512,171,0,4,STAY
41511,163,5,935854,216,13,6,STAY
87046,0,5,233659,367,1,6,STAY
151544,77,24,288824,537,4,5,LEAVE
38005,63,20,460680,186,4,6,STAY
70801,0,0,570415,382,1,13,STAY
46392,49,18,285189,159,5,6,STAY
136466,50,0,170542,588,4,9,LEAVE
112209,0,59,322408,777,1,1,LEAVE
66746,0,19,282167,381,1,1,STAY
51620,75,21,415732,320,5,1,STAY
145979,73,0,633407,743,5,15,LEAVE
138333,0,72,156327,702,0,1,LEAVE
42334,43,16,828964,249,5,4,STAY
25580,0,22,979940,130,1,14,STAY
75770,84,74,159720,322,5,1,LEAVE
71281,229,0,275862,351,24,12,STAY
69854,231,5,634011,287,16,6,STAY
20951,72,0,431309,173,4,8,LEAVE
59026,213,0,670811,322,13,9,STAY
124963,58,6,444265,591,3,6,LEAVE
63879,224,0,400459,390,23,5,LEAVE
110471,42,7,409493,586,5,4,STAY
151657,0,10,387117,681,1,6,STAY
28585,0,24,698827,157,1,4,STAY
29152,0,20,182766,142,1,4,STAY
128375,43,9,297331,511,5,6,LEAVE
117047,149,0,670271,693,23,8,LEAVE
105089,249,82,564537,787,25,1,LEAVE
113659,83,82,262152,849,5,11,STAY
109808,170,0,192820,465,15,10,LEAVE
103179,0,22,852599,710,1,5,STAY
88044,0,0,537309,184,1,9,STAY
89327,86,7,610783,385,3,5,STAY
67831,61,31,725528,255,5,2,STAY
142479,0,53,553591,632,1,2,LEAVE
44004,187,35,561648,154,22,1,LEAVE
24714,0,0,546319,170,0,10,STAY
72961,137,45,520536,334,17,5,LEAVE
20461,0,74,563178,176,1,1,LEAVE
86952,189,6,870351,275,15,4,STAY
119582,43,0,409398,890,5,6,LEAVE
44312,0,54,304388,256,1,2,STAY
34210,82,11,966271,249,3,5,STAY
141473,42,45,944669,721,28,2,STAY
87372,180,17,385210,341,14,6,LEAVE
104729,53,25,418227,671,3,1,STAY
59458,0,0,815034,315,0,11,STAY
43787,184,6,467486,162,21,6,LEAVE
102461,0,17,377360,760,1,5,LEAVE
130360,204,0,248558,788,18,15,STAY
108989,48,33,568864,590,5,1,LEAVE
85941,0,0,545487,258,1,10,STAY
55935,76,17,181007,374,4,6,STAY
24746,0,19,713941,203,18,6,STAY
132384,177,56,205820,606,0,4,LEAVE
107020,0,20,174178,453,0,4,STAY
72957,193,27,221593,399,12,4,STAY
35402,64,0,276842,213,3,11,LEAVE
91521,61,0,947179,344,4,13,STAY
135119,65,20,277619,223,4,4,LEAVE
21850,232,0,234805,233,19,1,LEAVE
76683,43,39,221797,265,3,2,STAY
21883,0,29,527858,199,1,2,LEAVE
21905,0,50,158087,196,0,4,STAY
31992,63,82,954887,178,3,1,STAY
36582,0,0,582900,170,0,11,STAY
156025,37,0,942241,628,5,11,LEAVE
101583,0,21,496604,431,1,4,STAY
95527,60,34,162486,294,3,2,STAY
24892,61,30,844315,209,4,2,STAY
69417,52,88,686029,331,3,2,LEAVE
21071,86,69,228903,241,3,1,STAY
33280,67,24,970945,408,5,5,STAY
31181,151,10,415951,198,28,4,LEAVE
146526,231,0,453768,863,23,4,LEAVE
44176,149,24,490186,204,26,1,LEAVE
72290,49,0,344933,291,3,15,STAY
119366,202,72,711981,555,1,1,LEAVE
27315,0,56,436327,152,1,1,STAY
102054,0,0,776684,607,1,11,LEAVE
29226,225,52,870365,244,24,2,STAY
26958,201,46,523797,222,11,2,LEAVE
69147,0,24,556040,285,1,4,STAY
99094,48,22,626717,374,3,5,STAY
88715,0,73,686122,305,0,1,STAY
20218,0,0,820353,153,1,8,STAY
118822,78,0,390433,673,3,8,LEAVE
137027,56,32,412433,475,4,2,LEAVE
45930,72,0,210064,730,1,14,STAY
101834,0,17,203637,767,1,4,STAY
27853,0,15,361969,171,1,6,STAY
96060,188,0,469774,339,12,9,STAY
33186,0,24,307739,242,1,6,STAY
41553,60,0,553794,235,26,8,LEAVE
53508,225,7,232849,345,24,5,LEAVE
71865,248,0,324106,376,21,15,LEAVE
37954,82,0,479005,210,3,13,LEAVE
67508,47,12,381567,284,5,6,STAY
87068,0,0,287007,325,0,13,STAY
52761,221,76,451883,301,22,1,LEAVE
32224,44,10,594949,181,5,4,LEAVE
33980,0,0,552261,175,16,1,STAY
43645,0,31,251772,169,1,2,STAY
89676,46,0,496049,621,5,9,STAY
154470,68,0,348440,739,3,9,LEAVE
148739,210,16,309014,521,14,4,LEAVE
79114,73,24,382487,302,3,5,LEAVE
102228,247,17,681849,479,11,6,STAY
146145,0,31,848344,616,20,1,LEAVE
24509,0,0,181006,167,0,11,STAY
113260,52,37,624391,497,3,2,STAY
63074,59,38,605267,626,5,1,STAY
36593,0,23,217625,156,1,5,STAY
78695,190,0,279214,354,18,12,LEAVE
22918,43,27,436828,173,3,1,STAY
74260,63,70,822281,309,27,1,LEAVE
66437,38,0,431878,270,5,13,STAY
112849,0,13,491201,314,27,6,STAY
73074,153,0,411312,391,27,10,LEAVE
34574,0,0,780778,164,0,14,STAY
32193,0,0,165732,185,0,10,STAY
56327,0,20,979228,382,1,2,STAY
60949,0,0,179451,344,23,1,LEAVE
139667,28,0,214240,758,3,11,LEAVE
87529,0,37,861021,364,1,2,STAY
75294,76,0,972214,256,4,11,LEAVE
63505,62,86,375884,328,4,2,LEAVE
47763,0,17,187617,182,1,6,STAY
27625,77,12,562195,168,4,5,STAY
141885,59,0,168322,837,24,9,STAY
75412,207,64,503451,360,24,1,LEAVE
23083,0,0,179179,157,0,10,LEAVE
41019,61,72,172787,183,5,2,STAY
21411,208,31,502075,289,12,2,LEAVE
145630,139,0,170209,479,17,9,LEAVE
64599,145,83,369688,287,14,2,STAY
113758,0,0,572903,710,0,15,LEAVE
34919,210,85,215386,214,24,2,LEAVE
25471,0,8,994233,135,1,6,STAY
106255,0,82,424548,789,1,1,LEAVE
46633,57,15,496161,231,5,5,LEAVE
116219,256,11,664761,675,10,6,LEAVE
156660,59,83,219357,470,5,1,LEAVE
54388,72,13,318056,328,5,6,LEAVE
34760,49,87,667823,172,5,1,STAY
43383,154,0,177407,171,12,14,LEAVE
34716,194,0,264677,449,23,8,STAY
37517,176,13,440287,228,21,4,LEAVE
119256,64,67,719104,785,10,1,STAY
96157,218,5,199117,347,10,6,LEAVE
135636,0,18,529808,705,1,6,STAY
125021,183,15,190513,691,15,6,LEAVE
147102,190,86,665463,505,24,2,LEAVE
49199,80,8,260779,162,5,5,STAY
91234,76,30,557870,286,5,1,LEAVE
109647,62,7,232282,408,5,1,STAY
134134,46,15,277334,772,4,5,STAY
85783,81,0,221491,397,4,15,STAY
76725,0,46,792749,339,1,2,STAY
82559,67,89,898233,295,5,2,STAY
87003,86,0,272147,383,11,9,LEAVE
30278,37,0,150499,143,4,14,STAY
38797,0,12,239443,222,1,4,STAY
55685,223,0,714904,341,26,6,STAY
101399,176,10,218787,752,13,6,LEAVE
67450,0,54,585377,373,1,2,LEAVE
43263,0,0,965312,156,5,5,STAY
42214,0,0,234243,211,1,14,STAY
28359,38,0,152899,196,5,13,STAY
147960,0,65,163152,189,0,2,STAY
67885,0,0,380767,318,1,11,LEAVE
53292,233,0,230768,328,24,10,LEAVE
126817,0,18,615627,475,1,6,STAY
139460,0,5,427563,434,1,5,STAY
102345,0,31,328880,646,0,5,LEAVE
129940,56,10,787581,444,5,4,STAY
145655,0,0,360058,829,0,12,STAY
120996,188,0,282172,395,20,8,LEAVE
32033,0,8,344347,224,1,4,STAY
24471,0,18,497977,437,0,5,STAY
152564,194,0,978369,434,24,12,LEAVE
143313,0,6,846955,771,1,2,LEAVE
149686,0,69,845411,578,0,2,LEAVE
89003,41,17,208823,318,3,4,STAY
120453,0,7,500855,788,1,5,STAY
129374,190,75,745801,543,15,2,STAY
55145,72,0,862114,379,5,8,STAY
91020,211,34,937774,260,14,2,STAY
27993,171,0,513406,732,15,8,LEAVE
61402,0,88,233141,136,1,2,LEAVE
110517,50,62,167347,160,3,1,LEAVE
148352,61,0,174512,661,4,13,LEAVE
53718,0,10,937775,398,1,6,STAY
47298,57,23,384501,142,20,1,STAY
136580,211,0,568470,640,27,10,LEAVE
67429,190,50,698659,385,25,2,STAY
51393,0,13,739695,211,1,6,STAY
159006,74,22,586882,882,3,5,STAY
20115,0,54,350286,245,0,2,LEAVE
93065,67,63,607742,296,5,2,STAY
38631,0,18,715667,152,0,14,STAY
33548,50,20,565961,247,3,5,LEAVE
96329,78,45,731655,281,27,2,LEAVE
148945,53,8,837943,420,3,4,STAY
159198,199,71,856918,543,18,2,STAY
98115,225,12,760251,260,14,4,STAY
31982,62,24,197721,145,3,4,STAY
75902,67,29,458245,316,1,1,LEAVE
41782,146,19,258845,223,13,6,LEAVE
79935,0,0,180882,362,0,8,STAY
103470,0,34,190119,266,1,2,LEAVE
75601,222,0,196948,827,20,14,LEAVE
22002,164,5,683562,224,21,4,LEAVE
80468,0,32,254035,261,0,1,STAY
64414,71,65,824512,350,5,1,STAY
127820,0,56,333000,749,24,2,LEAVE
29750,59,54,375698,257,4,2,LEAVE
108971,0,0,164935,600,0,15,STAY
70483,52,0,197317,372,22,9,STAY
66194,0,8,241208,376,0,2,LEAVE
158196,0,39,583726,161,0,1,STAY
44000,51,49,468913,158,3,1,LEAVE
51525,178,29,679019,862,10,1,STAY
82485,53,20,441140,376,5,5,LEAVE
25522,0,9,428371,209,0,6,LEAVE
50644,173,26,153888,316,4,1,LEAVE
48392,0,22,400141,162,24,5,LEAVE
25709,0,5,663577,180,1,6,STAY
102553,44,0,470582,607,3,10,STAY
119140,181,53,447625,711,29,1,LEAVE
22881,65,0,622765,178,5,5,STAY
43911,0,15,273791,225,0,6,STAY
71065,0,73,512357,359,5,2,LEAVE
64544,0,0,394003,270,0,12,LEAVE
