Attrition,Age,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
Yes,44,Research & Development,15,3,Medical,1295,Female,Healthcare Representative,4,Married,7978,1,4,10,2,3,10
Yes,32,Research & Development,25,4,Life Sciences,911,Male,Laboratory Technician,4,Single,2795,1,3,1,2,1,1
No,20,Sales,9,1,Life Sciences,1680,Male,Sales Representative,1,Single,2728,1,1,2,3,3,2
No,35,Research & Development,1,3,Medical,88,Male,Research Scientist,1,Married,2194,4,4,5,2,2,3
Yes,22,Research & Development,3,1,Life Sciences,926,Female,Manufacturing Director,3,Married,4171,0,1,4,3,4,3
No,26,Research & Development,2,2,Medical,1018,Male,Manufacturing Director,4,Married,5472,1,2,8,2,3,8
Yes,35,Sales,4,3,Technical Degree,1100,Male,Sales Executive,1,Single,9582,0,1,9,2,3,8
No,38,Research & Development,3,5,Technical Degree,193,Female,Research Scientist,3,Single,4317,3,2,19,2,3,3
No,35,Sales,7,4,Life Sciences,1962,Female,Sales Executive,4,Married,5204,1,4,10,2,3,10
No,22,Research & Development,11,3,Medical,511,Female,Research Scientist,2,Married,2244,1,4,2,1,3,2
No,54,Sales,2,4,Life Sciences,1070,Female,Sales Executive,3,Married,10686,6,2,13,4,3,9
No,59,Sales,25,3,Life Sciences,81,Female,Sales Executive,1,Single,7637,7,4,28,3,2,21
No,54,Research & Development,3,3,Life Sciences,1250,Male,Research Director,4,Married,17779,3,1,36,2,3,10
Yes,31,Research & Development,2,3,Life Sciences,1464,Male,Laboratory Technician,4,Married,3722,6,3,7,2,1,2
No,32,Sales,7,3,Life Sciences,420,Male,Sales Executive,3,Married,5484,1,3,13,3,2,13
No,33,Research & Development,9,3,Medical,1238,Male,Research Scientist,4,Married,2781,0,2,15,5,3,14
No,29,Research & Development,15,1,Life Sciences,1202,Female,Research Scientist,4,Married,2168,0,1,6,2,2,5
No,33,Sales,7,3,Medical,1477,Male,Sales Executive,1,Married,4373,0,1,5,2,3,4
No,36,Research & Development,6,4,Life Sciences,1594,Male,Laboratory Technician,1,Married,5562,3,4,9,3,3,3
No,31,Research & Development,1,2,Life Sciences,530,Male,Laboratory Technician,1,Married,2218,1,3,4,3,3,4
No,36,Research & Development,14,1,Life Sciences,924,Male,Healthcare Representative,4,Married,6586,0,1,17,2,2,16
No,37,Research & Development,11,3,Medical,1411,Female,Laboratory Technician,3,Single,3629,4,1,8,6,3,3
Yes,58,Research & Development,2,3,Technical Degree,977,Male,Research Scientist,3,Single,2479,4,1,7,4,3,1
No,42,Research & Development,2,4,Other,477,Male,Healthcare Representative,4,Single,6781,3,2,14,6,3,1
Yes,26,Research & Development,24,3,Technical Degree,622,Male,Laboratory Technician,4,Single,2340,1,2,1,3,1,1
Yes,32,Research & Development,9,3,Medical,190,Female,Laboratory Technician,1,Single,4200,7,1,10,2,4,5
No,29,Research & Development,10,3,Life Sciences,1143,Female,Research Scientist,2,Divorced,3291,0,4,8,2,2,7
No,57,Research & Development,1,2,Life Sciences,1483,Male,Research Scientist,3,Married,4900,0,1,13,2,2,12
No,26,Research & Development,1,2,Life Sciences,792,Female,Laboratory Technician,4,Divorced,4364,3,1,5,2,3,2
No,32,Sales,8,2,Technical Degree,436,Female,Sales Executive,2,Married,5228,1,4,13,2,3,13
No,35,Sales,1,3,Marketing,600,Male,Sales Executive,3,Married,4717,9,3,15,2,3,11
No,41,Sales,6,3,Marketing,1708,Male,Sales Executive,3,Single,9241,1,2,10,3,3,10
No,31,Research & Development,11,4,Life Sciences,895,Male,Research Scientist,4,Married,2356,3,2,8,2,3,6
Yes,37,Research & Development,10,3,Medical,342,Male,Manufacturing Director,3,Divorced,10048,6,2,17,5,3,1
Yes,37,Research & Development,2,2,Other,4,Male,Laboratory Technician,3,Single,2090,6,2,7,3,3,0
No,25,Research & Development,2,1,Other,1992,Male,Laboratory Technician,3,Divorced,3977,6,3,7,2,2,2
Yes,41,Research & Development,2,4,Life Sciences,927,Female,Laboratory Technician,4,Divorced,2778,4,3,10,1,2,7
No,56,Research & Development,23,3,Life Sciences,1373,Male,Manufacturing Director,2,Married,13402,4,1,33,0,3,19
No,28,Human Resources,8,2,Medical,869,Male,Human Resources,4,Divorced,4936,1,4,6,6,3,5
No,44,Research & Development,9,2,Life Sciences,913,Male,Research Scientist,1,Married,2559,1,4,8,0,3,8
No,27,Research & Development,4,3,Life Sciences,2064,Male,Manufacturing Director,2,Married,6142,1,2,6,0,3,6
No,31,Research & Development,12,3,Medical,961,Female,Healthcare Representative,4,Married,5855,0,3,10,2,1,9
No,39,Sales,4,4,Life Sciences,182,Female,Sales Executive,3,Married,5902,4,3,17,1,4,15
No,59,Research & Development,3,3,Life Sciences,309,Male,Research Scientist,4,Married,2177,3,1,7,6,3,1
Yes,28,Research & Development,1,2,Life Sciences,741,Female,Research Scientist,2,Single,2216,7,4,10,4,3,7
Yes,21,Research & Development,10,2,Life Sciences,1279,Female,Laboratory Technician,3,Single,2625,1,3,2,2,1,2
No,37,Research & Development,1,4,Medical,380,Female,Research Director,4,Divorced,13603,2,1,15,2,3,5
Yes,41,Sales,4,3,Marketing,488,Male,Sales Executive,2,Single,9355,1,3,8,5,3,8
No,35,Research & Development,7,2,Life Sciences,1601,Male,Laboratory Technician,4,Married,2690,1,4,1,5,2,1
No,43,Human Resources,2,3,Life Sciences,1778,Male,Human Resources,4,Single,3539,0,2,10,5,3,9
No,26,Sales,1,3,Life Sciences,476,Male,Sales Executive,3,Married,5296,1,2,8,3,3,8
No,51,Research & Development,1,3,Life Sciences,353,Male,Research Scientist,4,Married,2723,1,2,1,0,2,1
Yes,21,Sales,1,1,Technical Degree,478,Female,Sales Representative,2,Single,2174,1,3,3,3,3,3
No,27,Research & Development,8,3,Medical,1751,Female,Research Scientist,4,Single,3445,1,3,6,5,2,6
No,30,Research & Development,2,3,Medical,571,Female,Laboratory Technician,4,Single,2564,0,3,12,2,2,11
No,47,Research & Development,9,4,Life Sciences,1856,Female,Laboratory Technician,3,Single,2105,4,3,7,2,3,2
No,27,Research & Development,10,2,Life Sciences,733,Male,Manufacturing Director,1,Divorced,8793,1,3,9,4,2,9
Yes,28,Sales,13,2,Marketing,1933,Female,Sales Executive,3,Single,9854,3,4,6,0,3,2
No,50,Sales,1,4,Medical,323,Female,Manager,4,Divorced,19517,3,3,32,3,2,7
No,18,Sales,10,3,Medical,411,Female,Sales Representative,3,Single,1200,1,1,0,2,3,0
No,48,Sales,16,4,Life Sciences,1557,Female,Sales Executive,3,Divorced,6439,8,3,18,2,3,8
No,36,Sales,1,2,Life Sciences,857,Male,Sales Executive,4,Married,6201,1,4,18,1,2,18
No,34,Research & Development,1,4,Other,1431,Male,Research Scientist,1,Divorced,2996,5,3,10,2,3,4
Yes,46,Research & Development,21,2,Medical,1821,Female,Healthcare Representative,2,Married,8926,4,4,13,2,4,9
No,50,Research & Development,17,5,Life Sciences,1656,Female,Research Director,1,Divorced,13269,5,3,19,3,3,14
No,23,Research & Development,12,2,Other,1982,Male,Laboratory Technician,4,Single,2647,1,3,5,6,4,5
No,35,Human Resources,26,4,Life Sciences,2040,Female,Human Resources,4,Single,8837,1,3,9,2,3,9
No,25,Sales,26,1,Medical,781,Female,Sales Executive,4,Single,6180,1,2,6,5,2,6
No,38,Sales,10,2,Life Sciences,2041,Female,Sales Executive,4,Married,5343,1,3,10,1,3,10
No,36,Research & Development,7,4,Other,949,Male,Research Scientist,4,Single,4678,2,3,8,6,3,6
No,54,Research & Development,1,4,Life Sciences,1245,Female,Manufacturing Director,3,Divorced,10502,7,1,33,2,1,5
No,34,Sales,1,3,Marketing,1950,Male,Sales Executive,4,Single,9888,1,1,14,3,2,14
No,45,Research & Development,29,3,Medical,192,Male,Research Scientist,4,Single,3452,5,2,9,2,2,6
No,38,Sales,2,2,Marketing,1125,Male,Sales Executive,2,Single,7351,7,3,10,2,3,1
Yes,33,Research & Development,1,4,Other,780,Male,Research Scientist,4,Single,2686,1,3,10,2,2,10
No,35,Research & Development,9,3,Life Sciences,880,Female,Manufacturing Director,3,Married,10685,1,2,17,2,3,17
No,31,Sales,6,4,Medical,653,Male,Sales Executive,4,Divorced,5460,4,4,13,4,4,7
No,37,Research & Development,1,4,Life Sciences,635,Female,Manufacturing Director,2,Married,6447,6,2,8,2,2,6
No,42,Research & Development,3,3,Life Sciences,894,Female,Laboratory Technician,4,Married,5231,2,2,17,1,2,5
No,50,Research & Development,10,3,Technical Degree,491,Male,Healthcare Representative,4,Single,10496,6,4,20,2,3,4
Yes,50,Sales,28,3,Marketing,2055,Male,Sales Executive,1,Divorced,10854,4,2,20,3,3,3
No,26,Research & Development,6,3,Other,164,Female,Research Scientist,2,Married,2368,1,3,5,3,2,5
No,44,Research & Development,24,3,Medical,744,Male,Laboratory Technician,3,Single,3708,2,3,9,5,3,5
No,30,Research & Development,16,1,Life Sciences,1729,Male,Research Scientist,4,Married,2862,1,2,10,2,2,10
Yes,20,Research & Development,6,3,Life Sciences,137,Female,Laboratory Technician,4,Single,2926,1,2,1,5,3,1
No,30,Human Resources,9,3,Human Resources,184,Male,Human Resources,4,Married,6347,0,4,12,2,1,11
No,35,Research & Development,2,3,Medical,269,Female,Laboratory Technician,2,Single,4425,5,4,10,5,3,6
No,36,Sales,11,2,Technical Degree,154,Female,Sales Executive,4,Married,9738,0,3,10,6,3,9
No,38,Research & Development,29,5,Life Sciences,79,Female,Laboratory Technician,4,Single,2406,1,4,10,2,3,10
No,40,Sales,7,4,Medical,1740,Male,Manager,2,Single,19833,1,2,21,3,2,21
Yes,43,Research & Development,17,3,Technical Degree,1767,Male,Research Scientist,3,Married,2437,9,4,6,4,3,1
No,42,Research & Development,17,2,Life Sciences,347,Female,Research Scientist,1,Single,6545,3,3,10,1,3,3
No,40,Research & Development,20,4,Technical Degree,1092,Male,Healthcare Representative,4,Married,10322,4,4,14,6,3,11
No,44,Research & Development,28,3,Life Sciences,1523,Male,Research Director,1,Married,16328,3,3,24,1,4,20
No,40,Research & Development,4,1,Medical,253,Female,Manager,3,Married,19033,1,2,21,2,3,20
No,49,Research & Development,7,4,Life Sciences,1484,Male,Healthcare Representative,2,Divorced,10466,3,2,29,3,3,8
No,24,Research & Development,23,3,Medical,639,Male,Research Scientist,4,Married,2725,1,2,6,3,3,6
No,45,Sales,4,2,Life Sciences,240,Female,Sales Executive,1,Divorced,5006,4,1,9,3,4,5
No,43,Research & Development,27,3,Life Sciences,1126,Female,Manufacturing Director,1,Married,10820,8,3,18,1,3,8
No,42,Research & Development,2,1,Medical,875,Male,Research Scientist,4,Single,2515,5,4,8,2,3,2
No,43,Sales,4,4,Marketing,1293,Female,Sales Executive,4,Single,10231,3,4,23,3,4,21
No,34,Research & Development,19,3,Life Sciences,1701,Female,Research Scientist,4,Married,2929,1,2,10,3,3,10
No,51,Sales,2,3,Marketing,1391,Male,Sales Executive,2,Married,10596,2,2,14,5,3,4
No,29,Research & Development,1,3,Life Sciences,1249,Female,Research Scientist,4,Divorced,3760,1,1,3,5,3,3
Yes,25,Sales,9,2,Life Sciences,1439,Male,Sales Representative,1,Married,4400,3,1,6,2,3,3
No,26,Human Resources,25,1,Life Sciences,177,Female,Human Resources,3,Married,2942,1,4,8,3,3,8
No,45,Sales,2,2,Technical Degree,783,Male,Sales Representative,3,Single,6632,0,1,9,3,3,8
Yes,33,Research & Development,3,3,Life Sciences,702,Male,Research Scientist,1,Single,3348,1,1,10,3,3,10
No,27,Research & Development,2,3,Medical,1648,Male,Research Scientist,4,Single,2580,2,3,6,0,2,4
No,36,Research & Development,3,2,Life Sciences,155,Female,Laboratory Technician,4,Divorced,2835,5,1,7,2,3,1
No,41,Research & Development,2,4,Other,616,Female,Healthcare Representative,3,Single,6811,2,1,10,3,3,8
No,33,Research & Development,1,4,Other,939,Male,Research Scientist,1,Single,2799,3,2,6,1,3,3
Yes,32,Research & Development,1,3,Life Sciences,331,Male,Laboratory Technician,3,Single,3730,0,4,4,2,1,3
No,45,Sales,9,4,Life Sciences,1117,Female,Sales Executive,3,Married,5593,1,4,15,2,3,15
No,24,Research & Development,18,1,Life Sciences,150,Male,Laboratory Technician,3,Married,2774,0,3,6,2,3,5
Yes,21,Sales,7,1,Marketing,1780,Male,Sales Representative,2,Single,2679,1,2,1,3,3,1
No,27,Research & Development,5,3,Life Sciences,434,Female,Research Scientist,2,Single,2478,1,2,4,2,2,4
Yes,30,Sales,9,3,Medical,1876,Male,Sales Representative,4,Single,1081,1,3,1,3,2,1
No,45,Sales,26,3,Marketing,1612,Male,Sales Executive,1,Married,4385,1,1,10,2,3,10
No,27,Research & Development,2,1,Medical,7,Male,Laboratory Technician,2,Married,3468,9,4,6,3,3,2
No,27,Sales,20,3,Life Sciences,293,Female,Sales Executive,3,Single,9981,1,4,7,2,3,7
No,36,Research & Development,1,4,Medical,1662,Female,Manufacturing Director,3,Married,4374,0,3,4,6,3,3
No,44,Research & Development,3,4,Other,671,Male,Manager,4,Married,19513,4,1,26,2,4,2
No,39,Research & Development,12,3,Medical,1654,Male,Manufacturing Director,2,Married,5295,4,3,7,3,3,5
No,29,Sales,3,2,Medical,690,Female,Sales Executive,3,Married,5561,1,1,6,5,2,6
No,35,Sales,11,2,Marketing,1137,Male,Sales Executive,4,Divorced,4968,1,4,5,3,3,5
No,42,Research & Development,13,3,Medical,1803,Male,Healthcare Representative,1,Married,5538,5,3,10,2,2,0
No,29,Sales,2,2,Life Sciences,388,Male,Sales Executive,4,Single,4554,1,1,10,3,2,10
No,33,Sales,8,4,Marketing,677,Male,Sales Executive,3,Divorced,7104,0,4,6,3,3,5
No,49,Research & Development,1,3,Technical Degree,887,Female,Research Scientist,1,Married,3580,2,2,7,2,3,4
No,32,Sales,10,3,Marketing,722,Male,Sales Executive,4,Single,5396,1,4,10,2,2,10
No,32,Sales,5,2,Life Sciences,889,Male,Sales Executive,2,Married,6524,1,4,10,3,3,10
No,28,Research & Development,1,3,Life Sciences,1315,Female,Laboratory Technician,4,Married,6674,0,1,10,6,3,9
No,38,Research & Development,25,2,Life Sciences,421,Female,Research Director,2,Married,12061,3,3,19,2,3,10
No,45,Sales,20,3,Life Sciences,2046,Female,Sales Executive,3,Single,4850,8,3,8,3,3,5
No,42,Research & Development,7,4,Medical,1292,Female,Research Scientist,2,Married,2372,6,4,18,2,3,1
No,33,Sales,10,3,Marketing,446,Male,Sales Executive,4,Single,4682,3,3,9,6,2,7
Yes,29,Research & Development,7,3,Technical Degree,1299,Female,Laboratory Technician,3,Divorced,3339,3,1,10,2,3,7
No,35,Sales,1,4,Marketing,100,Male,Sales Executive,1,Single,4312,0,2,16,2,3,15
No,30,Sales,7,1,Marketing,585,Male,Sales Representative,2,Single,2983,0,1,4,3,3,3
No,24,Research & Development,17,2,Other,643,Male,Laboratory Technician,2,Married,2127,1,4,1,2,3,1
Yes,49,Sales,11,3,Marketing,840,Female,Sales Executive,4,Married,7654,1,1,9,3,4,9
No,42,Research & Development,18,4,Life Sciences,1998,Male,Research Scientist,1,Divorced,5410,6,3,9,3,2,4
No,31,Sales,7,4,Life Sciences,941,Male,Sales Representative,3,Married,2329,3,2,13,2,4,7
No,35,Sales,18,5,Life Sciences,74,Male,Sales Executive,1,Married,9069,1,4,9,3,2,9
No,55,Research & Development,1,4,Medical,1424,Male,Research Director,4,Divorced,14732,2,4,31,4,4,7
Yes,23,Sales,9,3,Marketing,2023,Male,Sales Representative,1,Married,1790,1,1,1,3,2,1
Yes,23,Research & Development,8,1,Medical,1684,Male,Laboratory Technician,3,Single,3989,1,1,5,2,3,5
No,36,Research & Development,18,4,Life Sciences,1133,Male,Manufacturing Director,4,Single,7779,2,1,18,0,3,11
Yes,37,Research & Development,11,2,Medical,1033,Female,Healthcare Representative,2,Married,4777,5,1,15,2,1,1
No,44,Research & Development,1,4,Life Sciences,1903,Male,Healthcare Representative,1,Married,5033,2,4,10,5,3,2
No,48,Research & Development,20,4,Medical,945,Male,Research Scientist,3,Married,2259,4,1,13,2,2,0
No,26,Sales,28,2,Marketing,641,Male,Sales Executive,2,Married,6272,1,4,6,5,4,5
No,34,Sales,13,4,Medical,1951,Male,Sales Executive,3,Divorced,8628,1,3,9,2,2,8
No,31,Research & Development,8,4,Life Sciences,98,Female,Manufacturing Director,4,Single,4424,1,4,11,2,3,11
No,38,Sales,3,4,Life Sciences,1036,Male,Sales Executive,4,Single,6861,8,3,19,1,3,1
Yes,19,Human Resources,2,2,Technical Degree,566,Male,Human Resources,4,Single,2564,1,3,1,3,4,1
No,42,Research & Development,9,2,Other,1595,Male,Manager,4,Single,19613,8,4,24,2,3,1
No,54,Research & Development,22,5,Medical,1665,Female,Manager,3,Married,17426,3,3,36,6,3,10
No,22,Research & Development,8,1,Life Sciences,1019,Male,Laboratory Technician,1,Married,2451,1,1,4,3,2,4
Yes,30,Research & Development,5,3,Medical,1017,Female,Laboratory Technician,2,Single,2422,0,1,4,3,3,3
No,23,Research & Development,20,1,Life Sciences,1533,Male,Laboratory Technician,3,Single,2272,0,2,5,2,3,4
No,34,Sales,3,3,Other,1478,Male,Sales Executive,1,Single,4759,3,4,15,2,3,13
No,44,Research & Development,20,3,Life Sciences,1475,Male,Research Scientist,2,Single,3420,1,3,6,3,2,5
No,44,Research & Development,2,1,Life Sciences,1246,Female,Research Scientist,4,Married,2011,1,4,10,5,3,10
Yes,34,Human Resources,23,3,Human Resources,590,Female,Human Resources,1,Divorced,9950,9,3,11,2,3,3
No,24,Research & Development,24,3,Medical,1173,Male,Laboratory Technician,2,Single,3597,8,4,6,2,3,4
No,34,Research & Development,5,3,Medical,153,Female,Manager,1,Single,11631,2,4,14,6,3,11
Yes,19,Research & Development,10,3,Medical,1248,Female,Research Scientist,2,Single,1859,1,2,1,2,4,1
No,35,Research & Development,4,4,Life Sciences,1350,Male,Research Scientist,3,Single,4249,1,2,9,3,3,9
No,32,Research & Development,2,1,Technical Degree,362,Male,Laboratory Technician,1,Single,2176,4,4,9,5,3,6
No,39,Sales,2,5,Life Sciences,985,Male,Sales Executive,3,Single,7880,0,4,9,3,3,8
No,39,Research & Development,6,1,Medical,2062,Male,Healthcare Representative,1,Married,9991,4,1,9,5,3,7
No,34,Research & Development,2,4,Medical,804,Female,Research Scientist,1,Single,4381,1,3,6,3,3,6
No,33,Research & Development,5,3,Life Sciences,1099,Male,Healthcare Representative,4,Divorced,7119,4,3,9,2,3,3
No,38,Human Resources,2,3,Human Resources,1805,Male,Human Resources,2,Divorced,2592,5,4,13,3,3,11
No,59,Human Resources,6,2,Medical,321,Male,Human Resources,3,Married,2267,8,4,7,2,2,2
No,35,Research & Development,1,4,Life Sciences,826,Female,Research Scientist,3,Single,2506,3,3,7,0,3,2
No,30,Research & Development,23,3,Life Sciences,159,Male,Research Scientist,3,Divorced,2613,1,3,10,2,2,10
Yes,22,Research & Development,3,4,Life Sciences,1203,Male,Research Scientist,4,Married,2853,0,2,1,5,3,0
No,31,Research & Development,3,2,Medical,1948,Male,Research Scientist,1,Divorced,3065,1,4,4,3,4,4
No,35,Research & Development,10,4,Medical,1587,Female,Healthcare Representative,3,Single,6142,3,3,10,4,3,5
Yes,19,Sales,21,3,Other,959,Male,Sales Representative,2,Single,2121,1,2,1,3,4,1
No,39,Research & Development,1,1,Life Sciences,531,Male,Manager,3,Divorced,19197,1,3,21,3,3,21
No,41,Sales,10,2,Medical,1329,Male,Sales Executive,2,Single,6151,1,1,19,4,3,19
No,35,Research & Development,28,3,Life Sciences,1596,Male,Laboratory Technician,3,Married,3407,1,4,10,3,2,10
No,27,Research & Development,6,4,Medical,655,Female,Research Scientist,3,Divorced,2187,0,3,6,5,2,5
No,26,Research & Development,1,3,Medical,1952,Male,Laboratory Technician,1,Single,2867,0,4,8,6,2,7
No,33,Sales,5,1,Life Sciences,1395,Male,Sales Executive,4,Married,9998,6,1,8,2,4,5
No,29,Research & Development,9,5,Other,455,Male,Laboratory Technician,4,Single,3983,0,3,4,2,3,3
No,24,Human Resources,10,3,Medical,1746,Male,Human Resources,4,Married,2145,0,4,3,2,3,2
Yes,26,Human Resources,20,2,Medical,1818,Female,Human Resources,2,Married,2148,0,3,6,3,3,5
No,32,Research & Development,6,5,Life Sciences,231,Male,Research Scientist,3,Single,3038,3,1,8,2,3,5
No,29,Sales,19,3,Life Sciences,1497,Male,Sales Executive,3,Divorced,8620,1,3,10,3,3,10
No,31,Research & Development,1,4,Medical,308,Male,Manufacturing Director,3,Married,4345,0,4,6,2,3,5
No,27,Research & Development,5,1,Technical Degree,844,Male,Research Director,4,Divorced,12808,1,2,9,3,3,9
No,32,Research & Development,5,2,Life Sciences,1555,Female,Research Scientist,2,Married,5878,3,1,12,2,3,7
No,27,Research & Development,19,3,Other,1619,Male,Laboratory Technician,1,Divorced,4066,1,1,7,3,3,7
No,29,Research & Development,9,3,Life Sciences,1558,Male,Research Scientist,3,Married,2451,6,1,5,2,2,1
No,29,Sales,2,3,Life Sciences,469,Male,Sales Executive,3,Married,4649,1,1,4,3,2,4
No,43,Sales,16,3,Marketing,327,Female,Manager,4,Married,16064,5,3,22,3,3,17
No,26,Research & Development,3,4,Medical,1177,Male,Laboratory Technician,4,Married,4420,1,2,8,2,3,8
