Attrition,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,30,Research & Development,1,3,Medical,Male,Research Scientist,2,Married,3579,0,1,12,2,3,11
0,31,Sales,5,3,Technical Degree,Male,Sales Executive,3,Married,8346,1,3,6,3,3,5
1,21,Research & Development,10,2,Life Sciences,Female,Laboratory Technician,3,Single,2625,1,3,2,2,1,2
0,34,Research & Development,6,4,Life Sciences,Female,Research Scientist,2,Divorced,4505,6,3,12,3,3,1
0,40,Sales,2,2,Marketing,Female,Sales Executive,2,Married,5677,3,3,15,4,3,11
0,45,Research & Development,8,4,Other,Male,Research Scientist,4,Married,3697,9,1,12,3,3,10
0,43,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,4,Single,2455,0,1,9,5,3,8
0,42,Research & Development,18,4,Life Sciences,Male,Research Scientist,1,Divorced,5410,6,3,9,3,2,4
0,37,Research & Development,10,3,Medical,Female,Laboratory Technician,1,Married,3452,6,2,17,3,3,5
0,45,Sales,20,3,Life Sciences,Female,Sales Executive,3,Single,4850,8,3,8,3,3,5
0,45,Research & Development,1,3,Other,Male,Manager,4,Married,19202,0,3,25,2,3,24
0,34,Sales,28,3,Marketing,Female,Sales Executive,3,Married,6712,1,4,8,2,3,8
0,37,Research & Development,19,2,Life Sciences,Male,Research Scientist,2,Married,3022,4,1,8,1,3,1
0,56,Research & Development,9,3,Medical,Male,Healthcare Representative,4,Married,11103,7,3,30,1,2,10
0,39,Research & Development,24,1,Life Sciences,Male,Research Scientist,4,Single,4108,7,1,18,2,3,7
0,35,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,2,2,15,2,4,7
0,39,Research & Development,25,2,Life Sciences,Male,Healthcare Representative,3,Married,10920,3,2,13,2,3,6
0,32,Sales,13,4,Life Sciences,Male,Sales Executive,4,Divorced,4403,2,3,8,3,2,5
0,37,Research & Development,3,3,Other,Male,Manufacturing Director,3,Married,9434,1,3,10,2,3,10
0,39,Sales,21,4,Life Sciences,Female,Sales Executive,3,Married,5736,6,3,10,1,3,3
0,44,Research & Development,24,3,Medical,Male,Laboratory Technician,3,Single,3708,2,3,9,5,3,5
0,34,Research & Development,8,3,Medical,Male,Laboratory Technician,3,Married,4404,2,1,6,3,4,4
0,48,Research & Development,10,3,Life Sciences,Male,Research Director,2,Married,19665,4,4,29,3,3,22
1,28,Research & Development,5,4,Technical Degree,Male,Laboratory Technician,3,Single,3441,1,3,2,3,2,2
0,31,Sales,8,2,Life Sciences,Male,Sales Executive,4,Divorced,10793,1,1,13,5,3,13
0,36,Sales,1,5,Medical,Female,Sales Executive,4,Single,6653,4,2,7,6,3,1
1,56,Research & Development,24,2,Life Sciences,Male,Laboratory Technician,4,Single,2587,1,4,5,3,3,4
0,38,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,4735,7,4,19,4,4,13
0,27,Research & Development,2,4,Life Sciences,Female,Laboratory Technician,1,Divorced,2341,1,4,1,6,3,1
0,40,Research & Development,1,4,Life Sciences,Male,Manager,1,Divorced,16823,2,1,22,3,3,19
0,40,Research & Development,12,3,Life Sciences,Female,Healthcare Representative,1,Divorced,4448,2,2,15,3,3,7
0,29,Research & Development,29,1,Life Sciences,Male,Healthcare Representative,3,Divorced,6384,8,4,11,3,3,7
0,55,Research & Development,1,3,Medical,Male,Manager,1,Single,19045,0,3,37,2,3,36
0,30,Research & Development,2,1,Medical,Male,Laboratory Technician,4,Single,2720,0,4,6,3,3,5
0,50,Sales,12,3,Marketing,Female,Sales Executive,4,Single,9208,4,4,16,3,3,2
0,33,Research & Development,1,2,Life Sciences,Female,Research Director,4,Single,13458,1,3,15,1,3,15
0,36,Research & Development,24,4,Life Sciences,Female,Laboratory Technician,2,Married,5674,7,3,11,3,3,9
0,40,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,3,Single,13237,7,3,22,3,3,20
0,43,Human Resources,2,3,Life Sciences,Male,Human Resources,4,Single,3539,0,2,10,5,3,9
0,32,Sales,8,2,Technical Degree,Female,Sales Executive,2,Married,5228,1,4,13,2,3,13
