COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
1,41049,202,54,798644,159,21,2,very_unsat,very_high,actively_looking_into_it,0
0,27104,0,0,853323,152,5,12,very_unsat,high,no,0
0,113609,0,0,222164,800,0,15,very_unsat,little,considering,0
1,87307,60,0,549711,337,3,9,unsat,little,never_thought,0
1,90553,44,62,706319,286,3,2,unsat,very_little,never_thought,0
0,87600,56,0,656944,361,3,14,very_sat,little,no,0
0,83525,246,53,308636,271,27,1,unsat,very_high,no,1
1,38395,0,23,621153,247,0,6,very_unsat,very_little,actively_looking_into_it,0
1,142186,0,0,921750,663,0,13,very_sat,little,considering,0
1,82843,0,20,957968,255,1,6,avg,very_high,considering,0
1,149029,0,18,677583,837,1,5,very_unsat,little,no,0
0,33845,160,9,163967,318,17,5,very_sat,very_high,never_thought,0
0,96771,0,0,505359,390,1,14,very_sat,very_high,actively_looking_into_it,0
0,88869,44,75,225686,337,4,1,very_unsat,avg,actively_looking_into_it,0
0,46227,199,66,361049,207,20,2,very_unsat,little,never_thought,0
0,155261,63,37,291695,140,3,2,avg,very_high,actively_looking_into_it,0
0,20642,0,13,836115,227,0,6,very_sat,very_high,never_thought,0
1,70901,37,0,264440,385,5,13,very_sat,little,considering,0
0,40494,168,0,777858,240,20,12,very_unsat,little,actively_looking_into_it,0
1,142428,175,0,375756,473,16,13,sat,little,no,0
1,36067,66,11,700297,338,4,2,unsat,very_high,never_thought,0
1,28441,0,80,259522,159,0,1,sat,high,actively_looking_into_it,0
1,118192,0,53,531195,776,0,2,very_unsat,little,no,0
0,148150,67,19,261186,629,4,2,very_unsat,avg,actively_looking_into_it,0
1,22643,217,25,414511,153,19,5,unsat,very_little,considering,0
1,83462,0,15,659603,366,1,6,avg,avg,considering,0
0,40768,75,47,951986,155,4,2,unsat,little,considering,0
0,70223,182,37,666122,304,13,1,very_unsat,little,actively_looking_into_it,0
1,64777,0,8,720317,289,1,6,very_sat,very_high,never_thought,0
0,34804,0,77,209064,138,19,1,unsat,very_little,actively_looking_into_it,0
1,102226,0,82,926326,408,1,1,avg,little,considering,0
0,119850,76,0,164685,263,4,8,very_sat,very_little,considering,0
0,27738,0,57,905320,138,1,2,very_unsat,avg,considering,0
1,142283,49,28,681982,832,3,2,very_unsat,little,considering,0
0,56568,183,13,244920,305,10,6,very_unsat,very_high,actively_looking_into_it,0
1,92161,227,0,882378,390,17,15,very_sat,little,actively_looking_into_it,0
1,121316,0,17,498851,687,0,4,very_unsat,little,considering,0
1,31198,216,0,729080,200,26,12,unsat,very_little,considering,0
0,39355,0,0,292080,198,0,10,sat,very_high,perhaps,0
0,53654,0,0,798762,363,0,9,very_unsat,little,considering,0
0,56231,0,7,398255,287,1,6,very_unsat,very_high,considering,0
0,36694,60,51,259301,239,5,2,unsat,little,considering,0
1,62345,51,17,667593,313,4,6,very_sat,little,no,0
1,45142,70,0,156038,152,4,9,sat,little,actively_looking_into_it,0
1,53083,76,11,551012,343,3,6,very_sat,little,no,0
1,40909,0,0,324249,145,0,11,very_unsat,very_high,perhaps,0
0,20514,0,0,342611,239,5,14,very_unsat,little,considering,0
1,150132,57,0,679176,621,3,11,unsat,high,no,0
0,56318,95,0,199203,372,3,14,unsat,little,no,0
0,97007,72,37,601040,357,5,2,sat,little,actively_looking_into_it,0
1,77431,196,43,893484,380,15,12,unsat,little,considering,0
0,37144,0,0,696244,170,0,15,avg,high,actively_looking_into_it,0
1,133429,151,17,770164,771,4,6,very_unsat,little,considering,0
1,55419,66,51,733900,339,5,1,unsat,very_little,actively_looking_into_it,0
1,79880,0,13,991680,307,0,4,very_sat,little,considering,0
1,98436,173,0,940767,278,15,13,very_unsat,very_little,never_thought,0
0,20301,198,9,775148,236,10,5,unsat,very_high,considering,0
0,131047,0,0,682008,828,4,9,avg,very_high,considering,0
1,39974,0,0,297283,466,1,14,very_sat,little,considering,0
0,31173,52,0,411879,243,5,9,very_unsat,very_high,no,0
1,34747,75,5,980469,224,4,6,very_unsat,very_little,considering,0
1,97250,0,26,838247,305,4,1,avg,avg,considering,0
1,35785,200,0,168412,188,26,14,very_sat,little,never_thought,1
0,90049,230,0,719559,374,16,15,very_unsat,very_high,considering,0
1,78549,46,42,269627,390,3,2,very_unsat,very_high,no,0
1,42241,202,0,761343,175,18,12,very_sat,very_little,no,0
1,48610,0,0,223544,190,1,11,very_sat,little,considering,0
0,38595,0,13,633214,203,0,6,very_sat,high,considering,0
0,89564,0,9,305225,391,1,1,very_unsat,little,never_thought,0
0,25774,0,8,888200,180,10,6,very_unsat,very_high,considering,0
0,35037,53,22,760268,184,3,13,very_sat,very_high,actively_looking_into_it,0
0,21666,195,12,402296,216,16,6,unsat,very_little,perhaps,0
1,94617,69,60,338344,333,24,2,unsat,little,actively_looking_into_it,0
1,66654,0,7,254309,376,0,5,sat,very_high,no,0
0,38295,0,17,238151,207,1,5,very_sat,very_high,actively_looking_into_it,0
0,86182,54,0,871499,876,5,13,very_unsat,very_little,no,0
1,26745,0,47,914098,227,0,1,very_sat,very_high,considering,0
1,59661,44,21,800520,304,5,6,very_sat,very_high,considering,0
0,111844,0,0,563471,366,4,8,unsat,little,actively_looking_into_it,0
1,80971,231,78,856998,363,11,2,avg,little,actively_looking_into_it,0
1,87608,68,0,518392,370,3,12,very_unsat,high,considering,0
0,32440,159,0,771359,152,24,8,very_unsat,little,actively_looking_into_it,0
0,126426,40,15,467018,564,4,4,very_sat,very_high,actively_looking_into_it,0
1,39853,237,0,303136,164,11,11,very_unsat,little,actively_looking_into_it,0
0,39620,0,15,488709,161,0,4,sat,very_high,actively_looking_into_it,0
1,135707,0,11,542176,684,23,4,very_unsat,very_high,actively_looking_into_it,0
1,45273,0,0,257270,187,0,14,very_sat,very_little,considering,0
0,90933,0,29,400447,264,1,1,very_sat,very_little,considering,0
1,72419,207,14,840672,350,10,2,avg,little,actively_looking_into_it,0
1,25080,0,0,456647,238,1,8,unsat,little,considering,0
1,25570,57,15,846008,225,5,4,very_unsat,very_high,no,0
0,144348,0,0,234171,184,0,4,very_sat,very_high,actively_looking_into_it,0
1,74702,0,0,554338,381,1,8,very_sat,little,considering,0
1,63460,71,0,560065,376,4,14,sat,little,no,0
1,29300,0,0,199106,151,1,14,very_unsat,very_high,no,0
0,23029,0,45,578981,194,0,2,very_sat,avg,never_thought,0
1,46454,199,9,691098,221,24,4,very_sat,very_high,no,0
0,155143,50,7,232787,686,5,4,very_unsat,very_high,considering,0
0,56062,42,0,594841,351,5,12,very_sat,little,actively_looking_into_it,0
0,20585,78,0,169936,146,5,2,avg,little,no,0
0,146264,25,0,224263,363,3,9,very_unsat,little,considering,0
1,72820,200,0,351414,886,26,14,sat,little,considering,1
1,20806,165,48,806587,209,27,4,very_unsat,very_little,considering,0
0,77229,223,0,151998,377,5,15,very_unsat,very_little,considering,0
0,40608,242,0,928544,209,26,12,unsat,high,considering,0
1,116191,61,40,355193,473,5,1,very_unsat,high,considering,0
0,91943,0,43,409718,377,0,1,very_unsat,little,considering,0
0,154270,48,12,738079,487,3,5,very_unsat,little,no,0
1,22789,0,78,451335,180,1,13,very_sat,very_high,no,0
0,157473,248,88,358233,409,29,1,avg,high,considering,0
0,134820,47,12,835961,880,4,5,very_unsat,little,actively_looking_into_it,0
0,50343,0,13,902022,338,0,6,sat,little,no,0
0,36987,0,16,301098,137,0,4,very_sat,very_little,considering,0
1,126312,57,88,157038,833,5,2,unsat,very_high,never_thought,0
0,154489,0,8,528814,566,1,5,very_sat,very_high,no,0
0,21505,0,16,554443,190,0,5,very_unsat,very_high,no,0
1,144835,193,17,180698,677,29,4,avg,very_high,considering,0
0,45761,0,17,980045,224,0,4,unsat,very_high,considering,0
1,42439,0,74,431485,150,1,2,very_unsat,very_high,no,0
0,31402,212,7,259826,151,18,6,very_sat,high,actively_looking_into_it,0
1,119508,72,0,713924,832,3,10,unsat,little,no,0
1,134855,214,24,315251,620,19,4,very_sat,little,considering,0
0,56912,249,43,735437,347,16,2,very_unsat,little,actively_looking_into_it,0
1,147479,0,22,295903,768,1,5,unsat,little,actively_looking_into_it,0
0,100590,0,0,221464,872,0,12,unsat,little,actively_looking_into_it,0
0,70077,31,60,434880,384,5,2,very_unsat,very_little,actively_looking_into_it,0
0,102590,0,5,247373,537,1,5,sat,little,actively_looking_into_it,0
1,28282,0,0,205794,166,0,11,unsat,little,considering,0
0,54155,55,0,579949,300,4,9,unsat,very_little,considering,0
0,40001,87,75,693552,479,5,2,very_unsat,little,considering,0
1,79946,213,24,972510,276,10,6,sat,very_high,actively_looking_into_it,0
1,20584,0,13,464468,168,0,6,very_unsat,very_high,actively_looking_into_it,0
1,72011,212,57,161551,188,19,2,very_unsat,little,considering,0
0,24714,0,0,546319,170,0,10,very_sat,little,considering,0
0,26266,43,0,200217,239,3,10,very_unsat,very_high,considering,0
0,49117,0,15,307225,174,1,6,very_unsat,little,actively_looking_into_it,0
1,35517,0,53,504747,207,19,1,very_sat,very_high,never_thought,0
1,135428,33,22,221677,534,5,4,very_sat,little,considering,0
1,69370,205,67,927378,356,25,2,unsat,little,perhaps,0
0,88991,0,21,420824,289,13,5,avg,little,never_thought,0
0,116519,0,21,486377,726,0,6,avg,very_little,actively_looking_into_it,0
0,60812,0,21,717808,281,3,13,very_sat,little,actively_looking_into_it,0
1,56863,75,11,983511,293,5,4,very_unsat,little,no,0
1,60813,239,18,386316,251,22,1,very_unsat,avg,considering,0
1,60200,0,13,272377,331,0,6,very_unsat,high,no,0
1,49439,61,6,273876,266,3,6,very_unsat,high,actively_looking_into_it,1
1,94417,0,7,216074,338,0,6,unsat,little,no,0
0,41861,36,0,814328,199,3,10,sat,little,actively_looking_into_it,0
1,134101,0,21,260200,727,0,5,very_unsat,very_little,considering,0
0,39036,27,86,247652,166,4,1,unsat,very_little,actively_looking_into_it,0
0,115360,156,73,297562,465,29,2,very_unsat,little,considering,0
1,42790,34,0,599044,244,3,15,unsat,little,no,1
0,84123,29,20,163455,285,4,4,very_sat,very_high,considering,0
1,27984,58,51,175087,168,4,1,avg,very_little,considering,0
0,37496,56,0,436770,186,1,9,sat,little,considering,0
0,46765,60,0,736495,249,4,15,very_unsat,little,no,0
1,76375,217,43,195844,368,20,1,very_unsat,avg,no,0
1,33630,224,6,915578,384,21,5,unsat,little,no,0
0,64414,71,65,824512,350,5,1,very_unsat,little,never_thought,0
0,27287,215,73,840106,741,0,2,very_sat,little,considering,0
0,112094,0,0,329955,244,1,14,sat,little,considering,0
0,49744,66,23,844298,214,3,6,avg,avg,considering,0
0,37840,0,23,704345,226,1,6,very_unsat,very_high,considering,0
1,48187,0,15,335395,238,0,5,unsat,very_high,actively_looking_into_it,0
0,153092,0,20,814171,564,1,4,unsat,avg,perhaps,0
0,24821,244,23,589973,134,25,4,unsat,very_high,never_thought,1
1,74466,60,52,235663,399,5,2,avg,little,considering,0
0,105926,0,13,801727,658,0,6,very_unsat,very_high,considering,0
0,62553,162,16,639315,272,20,5,very_unsat,high,considering,0
1,95952,0,60,446559,374,1,2,very_sat,little,actively_looking_into_it,0
1,47498,73,21,167209,217,4,4,unsat,little,actively_looking_into_it,0
0,156028,0,78,204491,524,0,1,sat,very_little,considering,0
1,72431,0,25,820477,870,1,2,very_unsat,little,considering,0
0,132145,0,15,193310,423,4,6,very_unsat,very_high,actively_looking_into_it,0
0,96398,54,7,960127,658,5,5,avg,little,never_thought,0
0,96843,0,0,886848,321,0,8,avg,little,considering,0
1,139573,64,21,212836,756,4,4,very_sat,very_high,no,0
1,159176,59,54,842588,695,5,2,very_sat,very_little,actively_looking_into_it,0
1,51138,54,23,274768,575,3,4,very_unsat,little,no,0
0,146221,240,43,175869,714,23,2,very_unsat,very_little,actively_looking_into_it,0
1,121860,0,87,190977,695,1,2,very_sat,very_high,considering,0
1,104036,0,12,156091,684,0,4,unsat,very_high,actively_looking_into_it,0
0,41954,40,63,939739,232,5,1,very_unsat,very_little,considering,0
0,45944,0,82,969800,158,1,2,very_sat,little,no,0
0,41899,0,0,198048,174,0,11,very_unsat,little,considering,0
1,40675,0,0,612858,146,0,9,very_sat,very_high,actively_looking_into_it,0
0,32799,39,0,548785,181,3,13,very_unsat,little,never_thought,0
0,46699,176,81,958151,234,18,1,very_sat,very_little,perhaps,0
1,135770,91,0,536725,699,4,13,very_unsat,very_little,perhaps,0
0,79439,0,49,708866,377,1,4,very_unsat,very_high,no,0
0,44582,68,11,941941,241,3,6,very_unsat,little,considering,0
0,155858,182,26,740532,897,28,1,very_sat,little,actively_looking_into_it,0
1,95496,74,10,439098,273,3,6,avg,little,no,0
1,25414,0,0,153907,226,1,12,very_unsat,little,considering,0
0,52263,0,0,327165,299,4,10,very_sat,very_high,never_thought,0
0,116832,0,6,168153,512,1,4,very_unsat,little,no,0
0,99556,54,41,241897,376,5,2,very_unsat,little,considering,0
0,48591,215,22,745739,211,14,4,very_sat,avg,actively_looking_into_it,0
1,131147,21,42,251577,703,5,2,unsat,little,considering,0
0,73824,96,71,875007,399,5,2,sat,avg,actively_looking_into_it,0
0,146454,114,14,876703,639,24,4,very_sat,high,considering,0
1,53769,0,26,428647,295,0,1,very_sat,very_high,considering,0
1,25353,200,0,975702,232,19,11,very_unsat,avg,considering,0
0,77227,198,21,869799,341,27,4,very_sat,little,no,0
1,151806,44,71,530471,858,3,4,avg,avg,considering,0
0,149365,70,13,309062,435,0,4,very_unsat,very_high,perhaps,0
1,32562,0,0,522110,135,1,4,very_unsat,little,considering,0
1,36967,0,5,213515,245,0,5,very_sat,very_high,considering,0
1,75227,162,85,940182,397,24,1,very_unsat,little,considering,0
1,143191,0,88,308273,792,1,2,avg,little,considering,0
0,28235,0,74,329298,219,1,2,very_unsat,little,actively_looking_into_it,0
1,139201,0,0,517877,412,0,8,very_unsat,very_high,considering,0
0,151629,44,0,258291,768,5,14,very_sat,little,no,0
0,156822,0,0,247087,541,1,14,very_sat,little,considering,0
1,51889,0,8,290785,253,1,6,unsat,very_little,no,0
0,93742,44,10,720426,279,4,4,very_unsat,little,no,0
1,30094,59,0,854788,636,3,11,very_unsat,little,considering,0
0,27415,0,0,600490,462,0,13,avg,high,never_thought,0
0,40630,41,78,657507,389,4,1,unsat,little,considering,0
1,54309,213,15,874772,254,29,5,unsat,very_little,considering,0
1,27187,68,68,789740,210,5,2,very_sat,little,considering,0
0,64591,0,0,996422,301,0,10,unsat,very_little,no,0
0,36283,0,0,499736,143,1,15,very_unsat,very_little,considering,0
0,153205,52,15,405346,489,3,4,avg,very_little,considering,0
0,119844,0,19,282245,453,1,5,sat,little,considering,0
1,27243,159,0,570266,238,24,1,very_unsat,little,never_thought,0
1,48552,63,0,994379,204,3,15,very_sat,little,considering,0
0,94471,0,0,441503,313,1,5,very_unsat,little,considering,0
0,44570,204,0,975191,192,29,4,very_unsat,high,considering,0
0,21870,0,21,409547,166,1,5,very_unsat,very_high,considering,0
1,107030,0,5,208406,741,0,6,very_unsat,little,considering,0
0,111553,45,87,365696,582,0,2,unsat,little,actively_looking_into_it,0
0,97929,160,22,960849,397,14,6,very_sat,little,no,0
0,138860,0,0,222956,377,0,8,unsat,avg,considering,1
1,151686,79,0,178955,781,5,8,unsat,high,actively_looking_into_it,0
0,159237,0,23,714152,493,1,4,very_unsat,little,actively_looking_into_it,0
1,36307,190,0,948699,132,25,14,very_unsat,little,considering,0
0,81956,196,6,899318,250,22,6,very_unsat,very_little,considering,0
0,153961,50,6,197995,455,3,5,very_sat,very_little,considering,0
1,144305,88,55,989986,590,4,2,unsat,very_little,considering,0
1,89274,66,21,773349,374,4,4,very_unsat,very_little,no,0
1,69169,235,0,686451,384,17,8,very_sat,high,no,0
0,69820,61,0,871199,280,3,8,very_sat,very_high,no,0
1,140768,67,0,864279,147,3,14,unsat,very_high,considering,0
0,44859,0,0,359020,247,1,15,very_sat,high,considering,0
1,25494,0,0,262920,138,1,12,very_unsat,very_little,actively_looking_into_it,0
1,75120,257,43,154249,309,18,1,unsat,very_high,actively_looking_into_it,0
0,65613,0,11,225707,363,0,5,very_sat,high,no,0
1,133996,79,43,188971,621,1,2,very_sat,very_high,actively_looking_into_it,0
1,28563,40,13,691509,222,5,6,very_sat,avg,considering,0
1,22123,82,0,988915,149,4,12,very_sat,very_little,no,0
0,37615,197,0,835841,220,11,8,very_unsat,little,considering,0
1,55991,82,14,707266,159,3,5,very_unsat,very_high,considering,0
0,66874,177,16,836424,252,11,5,very_unsat,very_high,considering,0
0,144828,64,87,712101,701,5,2,very_sat,very_little,no,0
0,60217,0,89,927715,320,19,1,very_unsat,very_little,actively_looking_into_it,0
0,47152,203,27,713988,345,21,1,very_unsat,little,considering,0
0,89898,0,0,434803,295,4,10,very_unsat,little,considering,0
0,41442,253,0,919467,171,11,10,unsat,very_high,actively_looking_into_it,0
1,32454,77,0,463545,138,3,12,very_unsat,very_little,considering,0
1,85920,0,23,515004,340,27,6,very_sat,little,considering,0
1,48179,0,10,919381,136,0,5,unsat,very_little,considering,0
1,38405,0,18,902118,179,1,5,very_unsat,little,never_thought,0
0,56292,166,81,911598,348,27,2,very_sat,little,actively_looking_into_it,0
1,40088,0,17,257991,154,1,4,very_unsat,very_little,actively_looking_into_it,0
1,35133,0,0,785732,245,0,9,very_unsat,avg,no,0
0,25969,0,22,938549,234,1,5,avg,little,never_thought,0
0,35235,151,84,920298,311,19,2,very_unsat,little,considering,0
0,29161,54,87,364630,608,4,2,very_unsat,very_little,considering,0
1,25537,0,0,400466,199,3,10,avg,little,considering,0
0,27743,166,0,900626,187,16,15,very_sat,high,considering,0
0,142497,0,0,207559,172,1,15,very_sat,avg,actively_looking_into_it,0
0,122448,66,56,246239,506,13,1,very_unsat,little,considering,0
0,68945,0,14,485426,271,0,5,avg,little,considering,0
0,56008,0,20,156253,323,1,4,sat,very_high,considering,0
0,105568,59,16,853194,526,5,1,very_unsat,very_high,considering,0
0,45930,72,0,210064,730,1,14,very_unsat,little,no,0
1,46265,0,0,950529,344,1,12,avg,very_high,actively_looking_into_it,0
1,105779,64,8,254576,632,4,5,very_unsat,very_high,considering,0
1,151537,160,0,743472,461,3,12,very_unsat,little,perhaps,0
1,40819,0,23,214905,161,1,5,unsat,very_little,actively_looking_into_it,0
0,90558,0,0,991682,369,4,15,very_unsat,avg,considering,0
0,114698,0,0,606656,444,19,8,sat,little,no,0
0,104828,0,0,225999,692,1,9,very_unsat,very_high,considering,0
1,120447,0,22,230223,504,0,4,unsat,very_little,considering,0
0,22159,69,21,308266,178,3,5,avg,little,considering,0
0,127801,0,0,416231,752,0,9,very_sat,high,actively_looking_into_it,0
1,85593,220,72,617756,163,29,1,very_unsat,very_little,considering,0
1,72637,0,0,335556,322,1,8,unsat,little,no,0
1,92322,0,13,603862,584,0,4,sat,high,considering,0
1,88200,179,0,975353,302,28,13,very_unsat,avg,perhaps,0
1,108640,0,19,422489,360,1,4,avg,little,considering,0
0,62370,0,24,202815,356,1,5,very_sat,little,actively_looking_into_it,0
0,129126,168,0,200047,657,23,13,unsat,very_little,considering,0
0,129941,186,0,779720,470,22,15,avg,little,no,0
0,110515,0,21,349341,586,1,6,very_unsat,little,never_thought,0
1,21690,0,0,412235,248,1,11,very_unsat,very_high,never_thought,0
0,23967,57,21,224762,212,3,5,very_unsat,very_high,never_thought,0
0,76816,0,40,871511,356,1,1,very_unsat,little,actively_looking_into_it,0
0,63074,59,38,605267,626,5,1,very_sat,very_high,considering,0
0,114692,216,0,696807,402,18,11,very_sat,very_high,never_thought,0
0,145346,52,0,894660,834,4,15,unsat,very_high,never_thought,0
0,20363,60,0,301830,148,4,11,avg,very_little,actively_looking_into_it,0
1,154257,42,22,462253,499,4,4,very_unsat,little,considering,0
0,143162,188,0,232820,419,28,15,very_unsat,high,never_thought,0
1,81553,62,27,308897,392,3,5,very_unsat,little,no,0
1,136384,0,51,483904,488,0,2,very_unsat,little,actively_looking_into_it,1
0,62555,0,84,813515,327,1,9,unsat,very_little,considering,0
0,122967,0,24,275245,483,1,5,very_unsat,very_high,actively_looking_into_it,0
1,144620,56,0,516272,652,4,13,very_unsat,high,no,0
1,125055,0,12,219271,551,0,6,very_sat,avg,considering,0
0,40535,0,12,298742,235,1,5,avg,little,never_thought,0
0,112907,49,6,841878,572,3,6,very_unsat,little,never_thought,0
