id,COLLEGE,INCOME ,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
364,1,84822,71,9,179746,306,0,6,avg,little,considering,LEAVE
365,0,71198,62,0,675518,272,4,14,unsat,little,never_thought,STAY
366,0,102427,227,52,925878,565,13,5,unsat,very_high,never_thought,STAY
367,0,21817,100,24,771557,244,3,5,very_unsat,very_high,actively_looking_into_it,LEAVE
368,1,105344,0,83,978189,713,1,1,very_sat,little,considering,LEAVE
369,0,115780,167,71,785028,759,21,4,very_unsat,very_high,actively_looking_into_it,LEAVE
370,0,90368,0,0,176305,280,1,8,unsat,very_high,actively_looking_into_it,LEAVE
371,0,38349,0,14,687550,181,1,6,unsat,very_little,considering,STAY
372,0,24596,214,43,539524,214,10,1,very_sat,high,no,LEAVE
373,1,32823,68,73,997653,234,5,2,very_unsat,high,actively_looking_into_it,LEAVE
374,0,109240,71,26,279529,373,4,1,very_sat,little,no,STAY
375,1,80971,231,78,856998,363,11,2,avg,little,actively_looking_into_it,STAY
376,0,43299,0,19,455046,236,1,4,unsat,very_high,never_thought,STAY
377,1,26923,0,12,712433,151,1,6,very_sat,very_little,actively_looking_into_it,STAY
378,1,60272,56,9,664786,366,5,6,very_unsat,avg,no,STAY
379,1,150467,74,74,989555,818,3,1,very_unsat,little,actively_looking_into_it,LEAVE
380,0,99435,51,0,899737,296,11,8,unsat,little,considering,STAY
381,1,113059,0,60,441480,834,1,2,unsat,very_high,considering,LEAVE
382,0,83828,225,40,816166,342,15,2,very_unsat,very_high,considering,STAY
383,0,48779,221,0,984262,131,19,15,avg,high,actively_looking_into_it,STAY
384,0,75740,0,15,212115,395,0,4,avg,little,perhaps,STAY
385,0,62488,77,24,625717,278,5,9,very_unsat,very_high,considering,STAY
386,0,114773,0,0,772632,672,0,9,unsat,very_high,considering,STAY
387,1,84107,61,11,509613,250,4,5,avg,little,considering,STAY
388,1,154588,202,27,368593,787,11,2,unsat,avg,actively_looking_into_it,LEAVE
389,0,85230,62,0,200147,704,5,8,very_unsat,high,considering,LEAVE
390,0,92449,58,6,771185,333,4,6,very_unsat,very_high,considering,STAY
391,1,26579,86,24,505543,213,1,5,very_unsat,avg,actively_looking_into_it,LEAVE
392,0,148919,53,6,392141,682,5,4,very_sat,little,considering,LEAVE
393,0,83681,54,0,775143,338,3,8,very_sat,very_little,actively_looking_into_it,LEAVE
394,1,137070,0,0,541938,573,11,11,unsat,very_high,considering,LEAVE
395,0,95734,0,27,951798,292,1,1,very_unsat,very_little,actively_looking_into_it,STAY
396,0,144325,40,6,965167,707,3,6,very_unsat,little,considering,LEAVE
397,0,72664,73,0,548977,318,4,11,very_sat,very_little,actively_looking_into_it,LEAVE
398,1,38366,0,11,303773,199,1,5,unsat,very_high,never_thought,STAY
399,0,44287,0,23,409048,241,4,5,unsat,very_high,considering,STAY
400,1,115228,172,0,326861,677,16,15,unsat,little,never_thought,LEAVE
401,0,149954,196,11,272425,628,20,5,very_unsat,very_high,considering,LEAVE
402,1,57711,61,0,208138,313,3,12,avg,very_high,considering,LEAVE
403,0,34884,87,23,456794,228,0,5,unsat,very_high,considering,LEAVE
404,0,139391,0,13,990563,449,0,4,unsat,high,actively_looking_into_it,LEAVE
405,0,51238,44,0,219309,309,3,11,very_unsat,very_little,actively_looking_into_it,STAY
406,1,150910,208,13,157594,837,29,15,avg,little,no,LEAVE
407,0,57040,74,0,535142,283,5,14,very_sat,little,considering,STAY
408,0,71318,190,87,280486,645,21,1,sat,high,actively_looking_into_it,LEAVE
409,1,65660,94,12,512966,369,3,4,avg,little,actively_looking_into_it,STAY
410,1,33582,0,21,339761,155,1,5,very_sat,avg,actively_looking_into_it,STAY
411,1,118051,0,0,220239,772,1,9,very_unsat,very_high,actively_looking_into_it,LEAVE
412,0,147296,55,30,289121,331,4,1,unsat,very_little,considering,LEAVE
413,1,108224,0,46,498937,780,1,1,sat,very_high,perhaps,LEAVE
414,1,114788,70,13,367239,653,3,5,unsat,very_high,no,STAY
415,1,134509,175,16,530332,677,13,5,very_unsat,little,no,LEAVE
416,1,20684,0,20,272561,153,0,4,very_sat,high,no,STAY
417,1,90964,248,0,699052,398,27,14,very_unsat,very_high,considering,STAY
418,0,120258,192,0,431783,838,24,5,very_unsat,little,considering,LEAVE
419,0,52157,196,19,933578,269,5,5,unsat,little,perhaps,LEAVE
420,0,104799,0,36,212317,246,0,2,unsat,little,considering,LEAVE
421,0,29941,66,62,957745,184,4,2,very_sat,little,no,STAY
422,0,35124,161,0,704718,178,10,12,unsat,little,no,LEAVE
423,1,34193,240,89,659870,609,19,1,very_sat,very_little,perhaps,STAY
424,1,89296,0,0,208853,198,0,10,very_unsat,very_little,considering,STAY
425,1,124891,212,9,354610,349,11,6,avg,very_high,no,STAY
426,1,66392,57,0,347917,302,1,12,very_sat,little,considering,LEAVE
427,0,27005,187,60,256163,197,24,1,very_unsat,little,considering,LEAVE
428,0,109254,184,0,599733,861,14,13,unsat,little,considering,LEAVE
429,1,27751,0,67,380831,158,0,2,unsat,very_high,actively_looking_into_it,LEAVE
430,1,40723,0,14,216914,628,0,1,very_sat,very_little,no,STAY
431,1,95782,49,16,493308,322,3,4,unsat,very_high,no,STAY
432,0,41936,82,23,189088,186,4,6,very_unsat,very_little,never_thought,STAY
433,0,113868,227,41,183375,573,13,1,very_unsat,very_high,considering,STAY
434,1,105977,130,14,182229,313,21,5,very_unsat,high,perhaps,LEAVE
435,0,26657,45,0,391993,179,3,14,very_sat,high,considering,LEAVE
436,1,87904,203,17,202766,317,11,5,very_sat,very_little,actively_looking_into_it,LEAVE
437,0,144945,0,28,920902,459,1,1,very_unsat,very_little,actively_looking_into_it,LEAVE
438,1,48287,0,76,523929,179,1,2,very_sat,very_high,actively_looking_into_it,LEAVE
439,1,87597,0,24,999248,191,0,5,very_unsat,high,no,STAY
440,1,27110,160,43,236778,152,24,1,very_unsat,very_high,perhaps,LEAVE
441,0,65230,0,37,627639,292,1,1,very_sat,very_little,perhaps,LEAVE
442,1,98379,117,0,590375,391,14,10,avg,very_little,perhaps,LEAVE
443,1,36724,0,19,150873,159,1,4,very_unsat,little,considering,STAY
444,0,21976,66,0,426410,354,5,11,very_unsat,little,actively_looking_into_it,LEAVE
445,1,154483,193,21,263985,730,19,10,very_unsat,high,no,LEAVE
446,0,27442,37,24,367615,614,5,4,avg,little,considering,STAY
447,1,36797,0,0,218335,163,1,10,very_sat,high,no,LEAVE
448,1,38010,33,24,897786,232,4,5,avg,avg,considering,STAY
449,1,115943,200,42,173038,459,24,2,very_sat,high,actively_looking_into_it,LEAVE
450,1,149365,0,87,578205,623,0,1,unsat,high,no,STAY
451,0,47238,224,13,155134,233,20,4,very_unsat,very_little,actively_looking_into_it,LEAVE
452,1,118008,63,43,157907,835,3,2,very_sat,little,actively_looking_into_it,STAY
453,1,78353,0,89,777993,340,0,1,very_unsat,little,considering,STAY
454,0,112708,0,0,673268,796,1,9,very_sat,avg,actively_looking_into_it,STAY
455,0,139886,79,5,705210,799,4,6,very_unsat,little,actively_looking_into_it,LEAVE
456,0,27089,52,56,281950,184,3,14,very_unsat,very_high,actively_looking_into_it,LEAVE
457,1,36585,0,43,344581,537,0,1,avg,very_high,no,LEAVE
458,1,43760,60,0,345936,143,11,13,unsat,little,actively_looking_into_it,LEAVE
459,1,39061,0,0,202126,151,0,11,very_unsat,very_little,never_thought,LEAVE
460,1,68166,68,80,936581,324,4,2,unsat,very_little,never_thought,STAY
461,1,137660,80,39,226985,660,5,1,very_unsat,little,never_thought,LEAVE
462,1,75854,193,68,436142,300,11,2,unsat,very_high,actively_looking_into_it,STAY
463,1,21095,0,0,308648,244,1,8,unsat,very_high,actively_looking_into_it,STAY
464,1,45610,225,6,456479,244,12,6,very_unsat,little,considering,STAY
465,0,117558,40,6,403254,263,3,6,very_unsat,very_high,considering,STAY
466,0,56678,0,0,851958,387,1,14,unsat,avg,no,STAY
467,0,131278,0,24,476148,750,1,4,very_unsat,little,no,STAY
468,1,149900,71,75,658704,839,3,1,sat,little,no,LEAVE
469,1,31893,0,0,989208,238,1,5,very_sat,very_little,considering,STAY
470,0,48699,0,0,993908,156,1,13,very_unsat,little,actively_looking_into_it,STAY
471,1,96199,75,0,583119,321,4,10,avg,very_little,no,STAY
472,1,109273,182,22,675062,360,29,5,unsat,little,considering,LEAVE
473,0,38537,170,11,785074,203,28,5,very_unsat,very_little,perhaps,LEAVE
474,1,137815,0,88,208865,673,1,2,unsat,very_little,no,STAY
475,0,92270,0,39,624619,251,0,1,very_unsat,little,never_thought,STAY
476,0,38435,241,71,846412,190,17,13,very_unsat,little,no,STAY
477,0,55125,0,0,784647,648,0,11,very_sat,high,considering,STAY
478,0,72884,87,54,291343,299,4,1,very_unsat,very_high,actively_looking_into_it,STAY
479,0,96872,45,0,377356,279,3,10,very_sat,very_high,actively_looking_into_it,LEAVE
480,1,53967,68,20,178614,275,5,1,very_sat,little,actively_looking_into_it,STAY
481,1,154827,170,86,377589,805,18,1,unsat,very_little,actively_looking_into_it,LEAVE
482,0,143350,236,0,999970,840,25,10,very_unsat,high,never_thought,LEAVE
483,1,36724,0,11,499965,130,1,5,unsat,very_little,actively_looking_into_it,LEAVE
484,0,105816,67,0,912387,571,4,12,very_sat,very_high,actively_looking_into_it,LEAVE
485,1,83798,0,15,200034,333,0,6,unsat,very_high,no,STAY
486,1,46005,62,0,271663,218,4,12,very_unsat,high,actively_looking_into_it,STAY
487,1,82914,57,0,283459,333,5,12,unsat,very_high,never_thought,STAY
488,0,82147,184,36,230491,141,21,1,avg,high,actively_looking_into_it,LEAVE
489,0,78418,176,0,486802,277,25,12,unsat,very_little,perhaps,STAY
490,1,140524,82,9,911366,882,5,4,avg,little,considering,LEAVE
491,1,90415,179,0,566426,369,14,15,unsat,little,actively_looking_into_it,STAY
492,1,150433,0,9,392309,431,12,6,very_unsat,very_little,no,LEAVE
493,1,30377,163,0,360046,154,19,13,very_unsat,little,considering,STAY
494,0,113659,168,0,155232,648,21,12,very_unsat,little,considering,LEAVE
495,1,34569,0,80,737019,230,0,1,very_unsat,little,actively_looking_into_it,STAY
496,0,113681,173,17,264837,362,17,5,unsat,very_high,no,LEAVE
497,0,43270,0,0,206387,184,1,14,very_unsat,little,actively_looking_into_it,STAY
498,0,40869,0,7,927538,199,0,5,unsat,very_little,considering,STAY
499,0,44630,0,71,231648,179,1,1,very_sat,high,considering,STAY
500,0,59023,0,55,501509,356,0,2,very_unsat,avg,considering,LEAVE
501,1,43494,186,0,662450,300,26,15,very_unsat,very_little,considering,STAY
502,1,27187,68,68,789740,210,5,2,very_sat,little,considering,STAY
503,1,127392,198,0,196923,595,24,13,very_unsat,little,considering,LEAVE
504,0,39026,227,8,781710,212,10,2,unsat,high,actively_looking_into_it,STAY
505,0,50714,71,0,708017,269,5,14,very_unsat,very_little,never_thought,STAY
506,0,123297,0,0,223341,529,0,11,very_unsat,very_high,no,STAY
507,0,25550,0,66,181050,156,1,2,unsat,little,considering,LEAVE
508,1,59132,0,0,639521,394,0,6,very_unsat,little,actively_looking_into_it,STAY
509,0,140120,0,75,209902,824,26,1,avg,high,never_thought,STAY
510,1,96534,0,37,180751,311,1,2,very_sat,high,considering,LEAVE
511,0,44755,0,51,525917,162,1,1,unsat,little,actively_looking_into_it,STAY
512,1,97682,0,89,150853,310,0,2,very_sat,little,considering,LEAVE
513,0,155465,0,21,182984,620,0,6,sat,very_high,never_thought,STAY
514,0,31538,0,0,477387,244,1,13,very_unsat,very_high,no,STAY
515,0,93250,51,9,259316,273,3,6,very_sat,very_high,considering,LEAVE
516,0,70419,205,81,165912,334,25,1,very_unsat,high,actively_looking_into_it,LEAVE
517,0,120183,59,57,821259,688,5,1,very_unsat,very_little,considering,STAY
518,1,20314,0,12,541371,221,1,1,unsat,very_little,considering,LEAVE
519,0,85746,196,0,918584,394,22,15,very_sat,little,considering,STAY
520,0,55813,0,15,382983,251,0,4,very_unsat,high,considering,STAY
521,1,94121,0,81,927427,354,1,1,unsat,little,perhaps,LEAVE
522,0,59191,258,0,509716,252,15,10,avg,avg,perhaps,LEAVE
523,1,107077,181,42,178471,597,20,2,very_unsat,little,never_thought,LEAVE
524,0,54883,0,60,609362,339,1,1,very_unsat,very_high,considering,STAY
525,1,32260,0,12,376631,352,0,4,very_sat,very_high,actively_looking_into_it,LEAVE
526,0,141086,77,86,157602,479,3,1,very_unsat,avg,considering,STAY
527,1,141042,56,0,348014,726,5,14,avg,little,actively_looking_into_it,STAY
528,1,79813,213,0,393841,260,23,6,very_unsat,very_high,considering,LEAVE
529,1,33966,0,82,572947,217,1,2,very_unsat,very_little,no,LEAVE
530,0,54724,0,0,221808,383,1,9,very_unsat,very_high,considering,STAY
531,0,66257,0,0,216566,272,1,13,very_unsat,very_little,perhaps,STAY
532,1,105994,0,12,366058,646,11,4,very_unsat,very_little,considering,STAY
533,1,71177,0,0,239175,171,0,8,unsat,very_little,actively_looking_into_it,STAY
534,0,58761,179,13,261039,368,3,5,very_sat,little,no,STAY
535,1,48960,187,14,161765,168,17,4,very_unsat,very_little,considering,LEAVE
536,0,111791,74,17,185307,693,3,6,very_sat,very_little,considering,STAY
537,1,118952,0,62,293915,701,0,2,very_sat,very_little,never_thought,LEAVE
538,1,44952,0,0,572146,334,1,10,very_sat,little,considering,LEAVE
539,1,54613,187,0,154353,391,27,12,very_sat,very_high,no,LEAVE
540,1,100908,204,88,964159,772,28,2,sat,little,no,LEAVE
541,1,90016,63,13,327344,347,5,4,unsat,high,no,LEAVE
542,1,143763,38,19,236475,394,3,6,very_unsat,very_high,no,STAY
543,1,81084,0,0,230204,311,0,15,unsat,little,actively_looking_into_it,LEAVE
544,1,47711,183,17,730589,192,19,5,unsat,little,considering,STAY
545,1,72537,238,0,382437,352,19,8,very_unsat,very_high,actively_looking_into_it,LEAVE
546,1,72323,201,50,231934,294,25,2,unsat,very_high,never_thought,LEAVE
547,1,96728,60,18,899555,289,3,6,very_sat,very_high,considering,STAY
548,0,30712,0,5,750197,220,0,4,avg,very_high,actively_looking_into_it,STAY
549,1,94657,0,10,952813,392,1,4,very_sat,little,considering,STAY
550,1,91112,167,0,267380,399,16,9,very_unsat,little,actively_looking_into_it,LEAVE
551,1,20806,165,48,806587,209,27,4,very_unsat,very_little,considering,STAY
552,0,47503,154,0,402848,153,20,6,unsat,little,considering,LEAVE
553,1,44856,171,0,656941,175,12,8,very_sat,high,considering,STAY
554,1,22494,174,27,390553,170,4,2,very_unsat,little,no,STAY
555,0,42564,174,0,270823,209,25,13,unsat,very_little,considering,LEAVE
556,0,28179,72,12,160717,247,5,5,very_sat,very_little,actively_looking_into_it,LEAVE
557,0,25042,219,25,707232,160,12,1,very_unsat,little,actively_looking_into_it,STAY
558,1,62050,45,9,851437,379,3,6,very_sat,little,actively_looking_into_it,STAY
559,1,96316,251,67,950193,373,16,1,very_sat,little,considering,STAY
560,0,61513,56,0,725920,265,4,11,unsat,little,considering,STAY
561,1,46309,189,25,304655,222,26,1,very_unsat,little,considering,LEAVE
562,0,39620,0,15,488709,161,0,4,sat,very_high,actively_looking_into_it,STAY
563,0,134061,68,0,753690,709,4,12,very_unsat,little,no,STAY
564,0,97257,209,0,228000,703,13,13,very_sat,high,no,LEAVE
565,1,21259,190,0,670978,222,26,15,avg,very_little,no,STAY
566,0,21410,219,59,583816,142,13,1,very_unsat,very_high,considering,LEAVE
567,1,152502,223,0,407489,398,0,1,very_unsat,very_high,never_thought,STAY
568,1,95692,39,12,650464,316,5,6,very_sat,high,no,STAY
569,1,103500,215,33,447676,834,16,2,unsat,high,never_thought,LEAVE
570,1,28161,0,72,921626,171,1,1,very_sat,very_high,actively_looking_into_it,STAY
571,1,96385,0,23,749110,371,1,4,very_sat,little,considering,STAY
572,0,32772,43,0,996087,230,5,8,very_sat,high,no,STAY
573,0,62534,0,37,814147,264,1,1,very_unsat,little,no,STAY
574,1,64193,163,19,673676,230,18,4,unsat,little,considering,STAY
575,0,147574,53,0,719837,610,4,10,very_sat,very_high,actively_looking_into_it,LEAVE
576,1,42111,63,0,530720,130,3,15,very_sat,little,no,LEAVE
577,1,135279,0,41,821113,629,1,1,avg,very_high,never_thought,STAY
578,1,29250,66,8,224504,236,5,6,very_sat,little,no,LEAVE
579,0,47620,0,18,285437,130,0,5,very_unsat,little,actively_looking_into_it,STAY
580,1,23365,253,0,270514,231,27,8,very_sat,very_high,considering,LEAVE
581,1,133536,55,15,205527,469,0,5,very_unsat,avg,actively_looking_into_it,STAY
582,1,67835,0,8,990495,304,1,6,very_sat,high,no,STAY
583,1,47546,162,8,768882,248,10,5,very_sat,little,considering,STAY
584,1,144668,0,67,203932,416,0,1,very_sat,high,considering,LEAVE
585,1,92866,0,87,193359,397,0,1,avg,very_high,considering,LEAVE
586,0,49729,0,71,528151,195,1,2,very_unsat,very_little,considering,LEAVE
587,0,22303,0,67,477464,227,1,1,very_sat,little,actively_looking_into_it,LEAVE
588,0,56019,239,46,278745,293,20,1,avg,very_high,considering,LEAVE
589,1,64318,209,20,176196,368,20,6,very_unsat,little,considering,STAY
590,1,90832,61,9,869402,376,5,6,very_unsat,little,actively_looking_into_it,STAY
591,1,25324,0,19,186077,242,1,5,very_unsat,little,actively_looking_into_it,STAY
592,0,150046,193,13,550588,517,17,4,very_unsat,very_high,no,LEAVE
593,0,105192,73,23,377586,738,5,6,avg,very_little,never_thought,LEAVE
594,0,114183,0,9,189644,517,0,2,very_unsat,little,actively_looking_into_it,STAY
595,0,157217,173,10,462062,648,19,5,unsat,high,considering,LEAVE
596,0,32321,201,13,866916,247,23,6,very_unsat,little,actively_looking_into_it,STAY
597,0,32227,0,23,904006,168,1,15,sat,very_little,considering,STAY
598,0,40372,234,0,413083,338,20,8,very_sat,little,no,LEAVE
599,0,73686,137,0,391277,274,11,13,very_unsat,little,actively_looking_into_it,STAY
600,0,146046,228,0,227705,373,26,12,very_unsat,very_little,considering,LEAVE
601,1,70188,0,22,222185,351,1,6,unsat,very_high,considering,STAY
602,1,135004,0,0,692411,591,1,12,very_unsat,little,considering,LEAVE
603,0,86455,222,22,209272,293,24,4,very_sat,little,actively_looking_into_it,LEAVE
604,0,106522,209,8,834382,859,24,4,very_unsat,high,no,STAY
605,1,22833,154,14,368555,156,25,6,unsat,little,actively_looking_into_it,STAY
606,0,52263,0,0,327165,299,4,10,very_sat,very_high,never_thought,STAY
607,0,21870,0,21,409547,166,1,5,very_unsat,very_high,considering,STAY
608,1,140219,241,49,647813,755,14,2,sat,little,considering,LEAVE
609,1,35978,0,0,373081,158,0,8,very_sat,very_little,never_thought,LEAVE
610,1,78570,90,16,556553,334,5,4,very_sat,very_high,never_thought,LEAVE
611,1,74421,0,24,356573,357,0,4,very_sat,little,no,STAY
612,1,25490,200,6,217973,208,22,5,very_sat,little,no,LEAVE
613,0,98336,0,0,208910,290,0,11,very_sat,little,considering,STAY
614,1,63600,0,12,776992,176,1,6,very_sat,very_high,no,STAY
615,0,91149,98,70,154359,375,5,1,avg,high,no,STAY
616,1,131007,141,0,750416,753,18,10,very_sat,very_high,considering,STAY
617,1,79786,209,18,691331,380,20,5,very_unsat,very_high,considering,STAY
618,0,52494,45,31,275581,301,3,1,very_sat,very_high,actively_looking_into_it,STAY
619,0,36332,62,82,518500,194,0,2,very_sat,very_high,no,LEAVE
620,1,44752,171,0,150756,190,24,12,unsat,very_little,actively_looking_into_it,STAY
621,1,25442,0,0,925331,169,15,14,sat,high,considering,STAY
622,1,66784,70,0,579010,387,4,11,very_unsat,little,considering,LEAVE
623,1,34158,200,0,851107,200,27,8,very_sat,very_high,never_thought,STAY
624,0,20116,56,80,836858,153,3,2,very_unsat,high,considering,STAY
625,1,25122,82,0,807403,215,4,13,avg,very_little,actively_looking_into_it,STAY
626,1,36402,0,6,226817,185,1,4,very_sat,very_little,no,STAY
627,0,147931,259,0,184218,858,21,8,very_unsat,little,considering,LEAVE
628,1,30805,51,0,194380,222,5,10,unsat,very_little,actively_looking_into_it,LEAVE
629,0,151395,0,0,815864,751,5,13,unsat,little,no,LEAVE
630,0,50939,0,0,399437,336,12,9,very_unsat,very_little,considering,STAY
631,0,119299,0,87,681571,512,15,2,avg,little,actively_looking_into_it,STAY
632,0,24423,173,16,174169,218,21,4,unsat,very_little,considering,LEAVE
633,1,65525,223,63,316046,343,4,1,very_sat,very_little,considering,STAY
634,1,25093,57,52,986103,131,3,1,very_sat,very_high,considering,STAY
635,1,125315,230,66,234943,432,11,1,very_unsat,little,never_thought,STAY
636,0,61269,46,80,940525,378,5,2,very_sat,high,actively_looking_into_it,STAY
637,1,22781,76,8,533608,158,4,5,very_unsat,very_high,considering,LEAVE
638,1,43214,227,12,185175,185,10,5,unsat,avg,considering,STAY
